arquivo,classe,WMC,DIT,NOC,RFC,CBO,LCOM
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,StratifiedShuffleSplit,3,2,0,24,2,2
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,PredefinedSplit,4,2,0,13,1,6
clones/scikit-learn/scikit-learn\sklearn\model_selection\_split.py,_CVIterableWrapper,3,2,0,5,0,3
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\common.py,OneTimeSplitter,3,1,0,7,0,3
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_search.py,MockClassifier,8,1,0,10,0,28
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_search.py,LinearSVCNoScore,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_search.py,BrokenClassifier,3,1,0,5,0,3
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_search.py,FailingClassifier,4,1,0,6,0,6
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_successive_halving.py,FastClassifier,2,1,0,8,1,0
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_successive_halving.py,SometimesFailClassifier,3,1,0,8,1,0
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_validation.py,MockImprovingEstimator,5,1,1,7,1,10
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_validation.py,MockIncrementalImprovingEstimator,3,2,0,10,1,3
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_validation.py,MockEstimatorWithParameter,5,1,1,6,1,10
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_validation.py,MockEstimatorWithSingleFitCallAllowed,2,2,0,5,1,1
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_validation.py,MockClassifier,6,1,0,13,0,15
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_validation.py,RFWithDecisionFunction,1,1,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\model_selection\tests\test_validation.py,DataDependentFailingClassifier,3,1,0,5,0,3
clones/scikit-learn/scikit-learn\sklearn\neighbors\_base.py,NeighborsBase,4,1,0,27,0,6
clones/scikit-learn/scikit-learn\sklearn\neighbors\_base.py,KNeighborsMixin,3,1,0,33,0,3
clones/scikit-learn/scikit-learn\sklearn\neighbors\_base.py,RadiusNeighborsMixin,3,1,0,37,0,3
clones/scikit-learn/scikit-learn\sklearn\neighbors\_classification.py,KNeighborsClassifier,5,1,0,35,2,4
clones/scikit-learn/scikit-learn\sklearn\neighbors\_classification.py,RadiusNeighborsClassifier,5,1,0,38,2,4
clones/scikit-learn/scikit-learn\sklearn\neighbors\_graph.py,KNeighborsTransformer,5,1,0,13,3,7
clones/scikit-learn/scikit-learn\sklearn\neighbors\_graph.py,RadiusNeighborsTransformer,5,1,0,13,3,7
clones/scikit-learn/scikit-learn\sklearn\neighbors\_kde.py,KernelDensity,7,1,0,31,0,11
clones/scikit-learn/scikit-learn\sklearn\neighbors\_lof.py,LocalOutlierFactor,13,1,0,35,0,57
clones/scikit-learn/scikit-learn\sklearn\neighbors\_nca.py,NeighborhoodComponentsAnalysis,7,1,0,42,0,18
clones/scikit-learn/scikit-learn\sklearn\neighbors\_nearest_centroid.py,NearestCentroid,3,1,0,30,0,3
clones/scikit-learn/scikit-learn\sklearn\neighbors\_regression.py,KNeighborsRegressor,4,1,0,16,1,5
clones/scikit-learn/scikit-learn\sklearn\neighbors\_regression.py,RadiusNeighborsRegressor,3,1,0,20,1,2
clones/scikit-learn/scikit-learn\sklearn\neighbors\_unsupervised.py,NearestNeighbors,2,1,0,6,0,0
clones/scikit-learn/scikit-learn\sklearn\neural_network\_multilayer_perceptron.py,BaseMultilayerPerceptron,15,1,2,75,2,50
clones/scikit-learn/scikit-learn\sklearn\neural_network\_multilayer_perceptron.py,MLPClassifier,9,2,0,39,6,21
clones/scikit-learn/scikit-learn\sklearn\neural_network\_multilayer_perceptron.py,MLPRegressor,6,2,0,18,4,9
clones/scikit-learn/scikit-learn\sklearn\neural_network\_rbm.py,BernoulliRBM,12,1,0,52,0,45
clones/scikit-learn/scikit-learn\sklearn\neural_network\_stochastic_optimizers.py,BaseOptimizer,4,1,2,8,1,6
clones/scikit-learn/scikit-learn\sklearn\neural_network\_stochastic_optimizers.py,SGDOptimizer,4,2,0,10,1,6
clones/scikit-learn/scikit-learn\sklearn\neural_network\_stochastic_optimizers.py,AdamOptimizer,2,2,0,7,1,1
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_data.py,MinMaxScaler,7,1,0,26,2,18
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_data.py,StandardScaler,7,1,0,32,2,18
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_data.py,MaxAbsScaler,7,1,0,23,2,18
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_data.py,RobustScaler,5,1,0,22,0,10
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_data.py,Normalizer,4,1,0,7,0,6
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_data.py,Binarizer,4,1,0,7,0,6
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_data.py,KernelCenterer,5,1,0,12,0,10
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_data.py,QuantileTransformer,10,1,0,44,0,24
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_data.py,PowerTransformer,13,1,0,55,3,57
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_discretization.py,KBinsDiscretizer,6,1,0,46,0,5
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_encoders.py,_BaseEncoder,9,1,2,54,0,21
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_encoders.py,OneHotEncoder,11,2,0,65,2,27
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_encoders.py,OrdinalEncoder,4,2,0,28,2,5
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_function_transformer.py,FunctionTransformer,11,1,0,37,0,40
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_label.py,LabelEncoder,5,1,0,17,0,10
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_label.py,LabelBinarizer,6,1,0,21,2,14
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_label.py,MultiLabelBinarizer,8,1,0,42,2,22
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_polynomial.py,PolynomialFeatures,7,1,0,47,1,15
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_polynomial.py,SplineTransformer,6,1,0,43,0,14
clones/scikit-learn/scikit-learn\sklearn\preprocessing\_target_encoder.py,TargetEncoder,10,1,0,42,0,24
clones/scikit-learn/scikit-learn\sklearn\semi_supervised\_label_propagation.py,BaseLabelPropagation,6,1,2,39,2,5
clones/scikit-learn/scikit-learn\sklearn\semi_supervised\_label_propagation.py,LabelPropagation,3,2,0,11,3,2
clones/scikit-learn/scikit-learn\sklearn\semi_supervised\_label_propagation.py,LabelSpreading,2,2,0,7,2,1
clones/scikit-learn/scikit-learn\sklearn\semi_supervised\_self_training.py,SelfTrainingClassifier,7,1,0,33,0,6
clones/scikit-learn/scikit-learn\sklearn\svm\_base.py,BaseLibSVM,18,1,1,77,4,98
clones/scikit-learn/scikit-learn\sklearn\svm\_base.py,BaseSVC,12,2,0,46,5,56
clones/scikit-learn/scikit-learn\sklearn\svm\_classes.py,LinearSVC,3,1,0,14,0,3
clones/scikit-learn/scikit-learn\sklearn\svm\_classes.py,LinearSVR,3,1,0,10,0,3
clones/scikit-learn/scikit-learn\sklearn\svm\_classes.py,SVC,2,1,0,4,1,1
clones/scikit-learn/scikit-learn\sklearn\svm\_classes.py,NuSVC,2,1,0,4,1,1
clones/scikit-learn/scikit-learn\sklearn\svm\_classes.py,SVR,2,1,0,4,1,1
clones/scikit-learn/scikit-learn\sklearn\svm\_classes.py,NuSVR,2,1,0,4,1,1
clones/scikit-learn/scikit-learn\sklearn\svm\_classes.py,OneClassSVM,6,1,0,16,2,9
clones/scikit-learn/scikit-learn\sklearn\tests\metadata_routing_common.py,_Registry,2,1,0,2,0,1
clones/scikit-learn/scikit-learn\sklearn\tests\metadata_routing_common.py,ConsumingRegressor,4,1,0,6,0,6
clones/scikit-learn/scikit-learn\sklearn\tests\metadata_routing_common.py,NonConsumingClassifier,3,1,0,7,0,3
clones/scikit-learn/scikit-learn\sklearn\tests\metadata_routing_common.py,ConsumingClassifier,7,1,0,13,0,20
clones/scikit-learn/scikit-learn\sklearn\tests\metadata_routing_common.py,ConsumingTransformer,5,1,0,10,2,9
clones/scikit-learn/scikit-learn\sklearn\tests\metadata_routing_common.py,ConsumingScorer,2,1,0,8,1,0
clones/scikit-learn/scikit-learn\sklearn\tests\metadata_routing_common.py,ConsumingSplitter,4,1,0,9,0,6
clones/scikit-learn/scikit-learn\sklearn\tests\metadata_routing_common.py,MetaRegressor,3,1,0,8,1,3
clones/scikit-learn/scikit-learn\sklearn\tests\metadata_routing_common.py,WeightedMetaRegressor,4,1,0,13,2,5
clones/scikit-learn/scikit-learn\sklearn\tests\metadata_routing_common.py,WeightedMetaClassifier,3,1,0,11,1,3
clones/scikit-learn/scikit-learn\sklearn\tests\metadata_routing_common.py,MetaTransformer,4,1,0,10,2,5
clones/scikit-learn/scikit-learn\sklearn\tests\random_seed.py,XDistHooks,1,1,0,2,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,MyEstimator,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,K,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,T,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,NaNTag,1,1,2,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,NoNaNTag,1,1,1,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,OverrideTag,1,2,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,DiamondOverwriteTag,1,2,1,2,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,InheritDiamondOverwriteTag,0,3,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,ModifyInitParams,1,1,0,3,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,Buggy,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,NoEstimator,3,1,0,3,0,3
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,VargEstimator,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,TreeBadVersion,1,1,0,3,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,TreeNoVersion,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,DontPickleAttributeMixin,2,1,1,4,0,1
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,MultiInheritanceEstimator,1,2,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,SingleInheritanceEstimator,2,1,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,_Empty,0,1,1,0,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_base.py,EmptyEstimator,0,2,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_metadata_routing.py,SimplePipeline,4,1,0,16,0,5
clones/scikit-learn/scikit-learn\sklearn\tests\test_metaestimators.py,DelegatorData,1,1,0,2,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_multioutput.py,DummyRegressorWithFitParams,1,1,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_multioutput.py,DummyClassifierWithFitParams,1,1,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_pipeline.py,NoFit,1,1,1,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_pipeline.py,NoTrans,3,2,1,3,0,3
clones/scikit-learn/scikit-learn\sklearn\tests\test_pipeline.py,NoInvTransf,1,3,1,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_pipeline.py,Transf,2,4,2,2,0,1
clones/scikit-learn/scikit-learn\sklearn\tests\test_pipeline.py,TransfFitParams,1,5,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_pipeline.py,Mult,6,1,0,8,0,15
clones/scikit-learn/scikit-learn\sklearn\tests\test_pipeline.py,FitParamT,5,1,0,8,2,9
clones/scikit-learn/scikit-learn\sklearn\tests\test_pipeline.py,DummyTransf,1,5,0,3,0,0
clones/scikit-learn/scikit-learn\sklearn\tests\test_pipeline.py,DummyEstimatorParams,4,1,0,4,0,6
clones/scikit-learn/scikit-learn\sklearn\tests\test_pipeline.py,FeatureNameSaver,3,1,0,4,0,3
clones/scikit-learn/scikit-learn\sklearn\tests\test_pipeline.py,SimpleEstimator,10,1,0,10,0,45
clones/scikit-learn/scikit-learn\sklearn\tree\_classes.py,BaseDecisionTree,13,1,2,77,1,50
clones/scikit-learn/scikit-learn\sklearn\tree\_classes.py,DecisionTreeClassifier,5,2,1,17,4,7
clones/scikit-learn/scikit-learn\sklearn\tree\_classes.py,DecisionTreeRegressor,4,2,1,11,2,5
clones/scikit-learn/scikit-learn\sklearn\tree\_classes.py,ExtraTreeClassifier,1,3,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\tree\_classes.py,ExtraTreeRegressor,1,3,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\tree\_export.py,Sentinel,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\tree\_export.py,_BaseTreeExporter,4,1,2,27,0,6
clones/scikit-learn/scikit-learn\sklearn\tree\_export.py,_DOTTreeExporter,5,2,0,21,4,4
clones/scikit-learn/scikit-learn\sklearn\tree\_export.py,_MPLTreeExporter,4,2,0,30,4,3
clones/scikit-learn/scikit-learn\sklearn\tree\_reingold_tilford.py,DrawTree,8,1,0,15,0,27
clones/scikit-learn/scikit-learn\sklearn\tree\_reingold_tilford.py,Tree,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\deprecation.py,deprecated,5,1,0,15,0,7
clones/scikit-learn/scikit-learn\sklearn\utils\estimator_checks.py,_NotAnArray,3,1,0,6,0,3
clones/scikit-learn/scikit-learn\sklearn\utils\metaestimators.py,_BaseComposition,5,1,0,27,0,10
clones/scikit-learn/scikit-learn\sklearn\utils\optimize.py,_LineSearchError,0,1,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\parallel.py,Parallel,1,1,0,5,1,0
clones/scikit-learn/scikit-learn\sklearn\utils\parallel.py,_FuncWrapper,3,1,0,8,0,3
clones/scikit-learn/scikit-learn\sklearn\utils\_array_api.py,_ArrayAPIWrapper,5,1,0,11,2,9
clones/scikit-learn/scikit-learn\sklearn\utils\_array_api.py,_NumPyAPIWrapper,10,1,0,25,1,35
clones/scikit-learn/scikit-learn\sklearn\utils\_available_if.py,_AvailableIfDescriptor,2,1,0,9,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_bunch.py,Bunch,7,1,0,14,0,20
clones/scikit-learn/scikit-learn\sklearn\utils\_encode.py,MissingValues,1,1,0,2,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\_encode.py,_nandict,2,1,0,8,1,1
clones/scikit-learn/scikit-learn\sklearn\utils\_encode.py,_NaNCounter,3,1,0,9,1,2
clones/scikit-learn/scikit-learn\sklearn\utils\_estimator_html_repr.py,_IDCounter,2,1,0,2,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_estimator_html_repr.py,_VisualBlock,2,1,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_estimator_html_repr.py,_HTMLDocumentationLinkMixin,3,1,0,11,0,3
clones/scikit-learn/scikit-learn\sklearn\utils\_metadata_requests.py,_RoutingNotSupportedMixin,1,1,0,2,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\_metadata_requests.py,MethodMetadataRequest,10,1,0,26,3,44
clones/scikit-learn/scikit-learn\sklearn\utils\_metadata_requests.py,MetadataRequest,9,1,0,27,5,26
clones/scikit-learn/scikit-learn\sklearn\utils\_metadata_requests.py,MethodMapping,7,1,0,17,2,20
clones/scikit-learn/scikit-learn\sklearn\utils\_metadata_requests.py,MetadataRouter,12,1,0,37,7,56
clones/scikit-learn/scikit-learn\sklearn\utils\_metadata_requests.py,RequestMethod,2,1,0,14,2,1
clones/scikit-learn/scikit-learn\sklearn\utils\_metadata_requests.py,_MetadataRequester,15,1,0,41,1,99
clones/scikit-learn/scikit-learn\sklearn\utils\_mocking.py,ArraySlicingWrapper,2,1,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_mocking.py,MockDataFrame,6,1,0,10,0,15
clones/scikit-learn/scikit-learn\sklearn\utils\_mocking.py,CheckingClassifier,8,1,0,24,0,27
clones/scikit-learn/scikit-learn\sklearn\utils\_mocking.py,NoSampleWeightWrapper,5,1,0,8,3,7
clones/scikit-learn/scikit-learn\sklearn\utils\_mocking.py,_MockEstimatorOnOffPrediction,5,1,0,8,0,10
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,InvalidParameterError,0,1,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,RealNotInt,0,1,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_Constraint,3,1,16,3,0,3
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_InstancesOf,3,2,0,7,1,3
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_NoneConstraint,2,2,0,2,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_NanConstraint,2,2,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_PandasNAConstraint,2,2,0,5,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,Options,4,2,1,12,1,5
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,StrOptions,1,3,0,3,1,0
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,Interval,5,2,0,15,1,9
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_ArrayLikes,2,2,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_SparseMatrices,2,2,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_Callables,2,2,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_RandomStates,3,2,0,12,2,2
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_Booleans,3,2,0,12,2,2
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_VerboseHelper,3,2,0,11,2,2
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,MissingValues,3,2,0,15,2,2
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,HasMethods,3,2,0,13,1,3
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_IterablesNotString,2,2,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,_CVObjects,3,2,0,13,2,2
clones/scikit-learn/scikit-learn\sklearn\utils\_param_validation.py,Hidden,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\_plotting.py,_BinaryClassifierCurveDisplayMixin,3,1,0,10,0,3
clones/scikit-learn/scikit-learn\sklearn\utils\_pprint.py,KeyValTuple,1,1,1,3,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\_pprint.py,KeyValTupleParam,0,2,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\_pprint.py,_EstimatorPrettyPrinter,8,1,0,28,0,22
clones/scikit-learn/scikit-learn\sklearn\utils\_set_output.py,ContainerAdapterProtocol,4,1,0,4,0,6
clones/scikit-learn/scikit-learn\sklearn\utils\_set_output.py,PandasAdapter,4,1,0,12,0,6
clones/scikit-learn/scikit-learn\sklearn\utils\_set_output.py,PolarsAdapter,4,1,0,14,1,6
clones/scikit-learn/scikit-learn\sklearn\utils\_set_output.py,ContainerAdaptersManager,3,1,0,4,0,3
clones/scikit-learn/scikit-learn\sklearn\utils\_set_output.py,_SetOutputMixin,2,1,0,14,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_testing.py,_IgnoreWarnings,5,1,0,13,0,10
clones/scikit-learn/scikit-learn\sklearn\utils\_testing.py,TempMemmap,3,1,0,5,0,3
clones/scikit-learn/scikit-learn\sklearn\utils\_testing.py,_Raises,2,1,0,10,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\_testing.py,MinimalClassifier,7,1,0,19,1,15
clones/scikit-learn/scikit-learn\sklearn\utils\_testing.py,MinimalRegressor,6,1,0,15,1,12
clones/scikit-learn/scikit-learn\sklearn\utils\_testing.py,MinimalTransformer,6,1,0,12,1,14
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_array_api.py,_AdjustableNameAPITestWrapper,1,1,0,3,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_array_api.py,SimpleEstimator,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_deprecation.py,MockClass1,0,1,1,0,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_deprecation.py,MockClass2,2,1,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_deprecation.py,MockClass3,1,1,0,2,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_deprecation.py,MockClass4,0,1,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_deprecation.py,MockClass5,1,2,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_deprecation.py,MockClass6,1,1,0,4,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,CorrectNotFittedError,0,1,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,BaseBadClassifier,2,1,5,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,ChangesDict,3,1,0,6,0,3
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,SetsWrongAttribute,2,1,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,ChangesWrongAttribute,2,1,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,ChangesUnderscoreAttribute,1,1,0,2,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,RaisesErrorInSetParams,3,1,0,8,1,3
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,HasMutableParameters,2,1,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,HasImmutableParameters,2,1,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,ModifiesValueInsteadOfRaisingError,3,1,0,7,1,3
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,ModifiesAnotherValue,3,1,0,7,1,3
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,NoCheckinPredict,1,2,0,2,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,NoSparseClassifier,2,2,0,7,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,CorrectNotFittedErrorClassifier,2,2,0,6,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,NoSampleWeightPandasSeriesType,2,1,0,7,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,BadBalancedWeightsClassifier,2,2,0,5,1,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,BadTransformerWithoutMixin,2,1,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,NotInvariantPredict,2,1,0,6,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,NotInvariantSampleOrder,2,1,0,8,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,OneClassSampleErrorClassifier,3,2,0,14,0,3
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,LargeSparseNotSupportedClassifier,1,1,0,5,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,SparseTransformer,4,1,0,10,2,5
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,EstimatorInconsistentForPandas,2,1,0,5,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,UntaggedBinaryClassifier,2,1,1,7,2,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,TaggedBinaryClassifier,1,2,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,EstimatorMissingDefaultTags,1,1,0,4,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,RequiresPositiveXRegressor,2,1,0,7,1,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,RequiresPositiveYRegressor,2,1,0,7,1,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,PoorScoreLogisticRegression,2,1,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,PartialFitChecksName,2,1,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,BrokenArrayAPI,2,1,0,6,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_estimator_checks.py,_BaseMultiLabelClassifierMock,3,1,0,3,0,3
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_metaestimators.py,AvailableParameterEstimator,2,1,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_param_validation.py,_Class,2,1,0,4,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_param_validation.py,_Estimator,2,1,0,3,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_pprint.py,LogisticRegression,2,1,0,2,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_pprint.py,StandardScaler,2,1,0,2,0,1
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_pprint.py,RFE,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_pprint.py,GridSearchCV,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_pprint.py,CountVectorizer,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_pprint.py,Pipeline,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_pprint.py,SVC,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_pprint.py,PCA,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_pprint.py,NMF,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_pprint.py,SimpleImputer,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_set_output.py,EstimatorWithoutSetOutputAndWithoutTransform,0,1,0,0,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_set_output.py,EstimatorNoSetOutputWithTransform,1,1,0,1,0,0
clones/scikit-learn/scikit-learn\sklearn\utils\tests\test_set_output.py,EstimatorWithSetOutput,3,1,0,5,0,3
