arquivo,loc,lloc,sloc,comments,multi,blank,average_complexity,maintainability_index
clones/scikit-learn/scikit-learn\examples\linear_model\plot_logistic_path.py,76,32,34,6,19,18,0.0,82.58583062624179
clones/scikit-learn/scikit-learn\examples\linear_model\plot_multi_task_lasso_support.py,69,42,40,6,12,11,0.0,79.62467138377387
clones/scikit-learn/scikit-learn\examples\linear_model\plot_nnls.py,67,32,31,15,8,13,0.0,84.27441867121743
clones/scikit-learn/scikit-learn\examples\linear_model\plot_ols.py,69,28,24,15,13,17,0.0,80.10068028957363
clones/scikit-learn/scikit-learn\examples\linear_model\plot_ols_3d.py,75,41,40,8,9,18,1.0,80.31501579728295
clones/scikit-learn/scikit-learn\examples\linear_model\plot_ols_ridge_variance.py,67,27,27,5,18,17,0.0,87.58597965695212
clones/scikit-learn/scikit-learn\examples\linear_model\plot_omp.py,75,43,47,8,7,13,0.0,82.82564019958365
clones/scikit-learn/scikit-learn\examples\linear_model\plot_poisson_regression_non_normal_loss.py,573,132,210,229,49,85,1.6666666666666667,54.24022040863593
clones/scikit-learn/scikit-learn\examples\linear_model\plot_polynomial_interpolation.py,72,32,29,7,18,17,1.0,85.99709447982553
clones/scikit-learn/scikit-learn\examples\linear_model\plot_ransac.py,59,33,34,5,7,13,0.0,82.50926004411873
clones/scikit-learn/scikit-learn\examples\linear_model\plot_ridge_coeffs.py,89,35,35,3,32,19,0.0,89.5832450314745
clones/scikit-learn/scikit-learn\examples\linear_model\plot_ridge_path.py,66,25,22,8,22,15,0.0,77.49414635652427
clones/scikit-learn/scikit-learn\examples\linear_model\plot_robust_fit.py,97,52,52,1,20,24,0.0,81.65977033195239
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_comparison.py,57,30,39,2,7,9,0.0,79.55758779106328
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_early_stopping.py,149,62,78,9,32,28,1.5,75.10056740152422
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_iris.py,83,47,46,12,8,18,1.0,76.58208535673928
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_loss_functions.py,42,24,29,0,7,6,1.0,78.01678441795637
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_penalties.py,51,31,31,0,9,11,0.0,78.09387804697444
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_separating_hyperplane.py,44,26,25,3,8,8,0.0,92.09420717640023
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_weighted_samples.py,48,29,28,5,7,8,0.0,82.72743818063044
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sparse_logistic_regression_20newsgroups.py,117,64,76,5,17,19,0.0,69.22223645217153
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sparse_logistic_regression_mnist.py,79,41,44,6,15,14,0.0,78.39428094717498
clones/scikit-learn/scikit-learn\examples\linear_model\plot_theilsen.py,111,56,53,10,30,18,0.0,72.6702063863104
clones/scikit-learn/scikit-learn\examples\linear_model\plot_tweedie_regression_insurance_claims.py,596,150,317,143,53,83,4.0,59.323184501876575
clones/scikit-learn/scikit-learn\examples\manifold\plot_compare_methods.py,83,43,44,6,16,17,0.0,78.86924402693629
clones/scikit-learn/scikit-learn\examples\manifold\plot_lle_digits.py,248,117,151,39,19,41,6.0,61.09022244014843
clones/scikit-learn/scikit-learn\examples\manifold\plot_manifold_sphere.py,151,81,87,14,22,28,0.0,67.09945618871028
clones/scikit-learn/scikit-learn\examples\manifold\plot_mds.py,88,50,52,9,8,19,0.0,73.37784493148024
clones/scikit-learn/scikit-learn\examples\manifold\plot_swissroll.py,46,22,20,7,7,12,0.0,94.6935924641411
clones/scikit-learn/scikit-learn\examples\manifold\plot_t_sne_perplexity.py,126,75,76,4,19,27,0.0,69.08521373807613
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_anomaly_comparison.py,151,51,70,11,44,27,0.0,72.3967854401209
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_changed_only_pprint_parameter.py,30,10,9,6,9,6,0.0,100.0
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_display_object_visualization.py,92,30,30,33,13,16,0.0,100.0
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_isotonic_regression.py,77,34,31,13,16,18,0.0,80.45043529478578
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_johnson_lindenstrauss_bound.py,211,82,84,83,10,34,0.0,64.49417530235432
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_kernel_approximation.py,227,98,106,52,24,45,0.0,67.6319672123979
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_kernel_ridge_regression.py,170,90,99,12,29,30,0.0,66.05985661890941
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_multilabel.py,113,61,61,4,24,25,2.5,72.38250191189074
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_multioutput_face_completion.py,97,54,59,7,10,22,0.0,70.39220248995767
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_partial_dependence_visualization_api.py,135,48,59,60,0,17,0.0,100.0
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_roc_curve_visualization_api.py,55,21,20,21,9,5,0.0,82.88350682552205
clones/scikit-learn/scikit-learn\examples\mixture\plot_concentration_prior.py,136,59,83,8,25,20,2.5,71.2596505413408
clones/scikit-learn/scikit-learn\examples\mixture\plot_gmm.py,88,37,42,9,21,17,3.0,77.45191552244506
clones/scikit-learn/scikit-learn\examples\mixture\plot_gmm_covariances.py,135,70,70,12,22,32,6.0,69.09237223008047
clones/scikit-learn/scikit-learn\examples\mixture\plot_gmm_pdf.py,50,26,25,6,8,11,0.0,87.80229427978733
clones/scikit-learn/scikit-learn\examples\mixture\plot_gmm_selection.py,100,60,66,7,14,14,0.0,68.0053651868135
clones/scikit-learn/scikit-learn\examples\mixture\plot_gmm_sin.py,154,61,81,11,33,30,3.0,70.25814159968381
clones/scikit-learn/scikit-learn\examples\model_selection\grid_search_text_feature_extraction.py,128,37,53,23,35,22,0.0,75.50496120366846
clones/scikit-learn/scikit-learn\examples\model_selection\plot_confusion_matrix.py,64,21,24,5,21,14,0.0,100.0
clones/scikit-learn/scikit-learn\examples\model_selection\plot_cv_indices.py,150,48,60,50,10,29,1.5,71.24393932932256
clones/scikit-learn/scikit-learn\examples\model_selection\plot_cv_predict.py,28,14,13,2,8,5,0.0,100.0
clones/scikit-learn/scikit-learn\examples\model_selection\plot_det.py,93,26,32,1,39,21,0.0,100.0
clones/scikit-learn/scikit-learn\examples\model_selection\plot_grid_search_digits.py,78,39,43,7,13,15,0.0,81.9669037126848
clones/scikit-learn/scikit-learn\examples\model_selection\plot_grid_search_refit_callable.py,116,43,49,1,41,25,1.0,79.5104150258985
clones/scikit-learn/scikit-learn\examples\model_selection\plot_grid_search_stats.py,577,117,165,304,39,74,1.0,40.21257764139706
clones/scikit-learn/scikit-learn\examples\model_selection\plot_learning_curve.py,165,57,67,6,64,28,3.0,71.94301849568483
clones/scikit-learn/scikit-learn\examples\model_selection\plot_multi_metric_evaluation.py,96,37,43,19,13,21,0.0,77.86450754838022
clones/scikit-learn/scikit-learn\examples\model_selection\plot_nested_cross_validation_iris.py,117,39,44,13,36,24,0.0,84.15019093393484
clones/scikit-learn/scikit-learn\examples\model_selection\plot_precision_recall.py,253,79,89,44,72,48,0.0,63.557500183725686
clones/scikit-learn/scikit-learn\examples\model_selection\plot_randomized_search.py,82,34,41,7,16,18,3.0,82.03220287382645
clones/scikit-learn/scikit-learn\examples\model_selection\plot_roc.py,172,72,89,25,26,32,0.0,76.72083329493536
clones/scikit-learn/scikit-learn\examples\model_selection\plot_roc_crossval.py,99,41,48,7,24,20,0.0,79.77946483030316
clones/scikit-learn/scikit-learn\examples\model_selection\plot_successive_halving_heatmap.py,122,59,67,21,7,27,8.0,79.54443499966791
clones/scikit-learn/scikit-learn\examples\model_selection\plot_successive_halving_iterations.py,87,30,41,22,9,16,0.0,100.0
clones/scikit-learn/scikit-learn\examples\model_selection\plot_train_error_vs_test_error.py,75,44,41,12,11,12,0.0,83.45109378016032
clones/scikit-learn/scikit-learn\examples\model_selection\plot_underfitting_overfitting.py,71,38,38,1,20,12,1.0,81.39802142295422
clones/scikit-learn/scikit-learn\examples\model_selection\plot_validation_curve.py,50,25,32,0,12,6,0.0,85.34850728245993
clones/scikit-learn/scikit-learn\examples\multioutput\plot_classifier_chain_yeast.py,113,40,57,10,30,16,0.0,78.70026977844009
clones/scikit-learn/scikit-learn\examples\neighbors\approximate_nearest_neighbors.py,294,139,177,15,38,60,2.3076923076923075,56.93099623483631
clones/scikit-learn/scikit-learn\examples\neighbors\plot_caching_nearest_neighbors.py,64,25,29,10,16,9,0.0,100.0
clones/scikit-learn/scikit-learn\examples\neighbors\plot_classification.py,61,35,33,10,7,12,0.0,83.30065481523634
clones/scikit-learn/scikit-learn\examples\neighbors\plot_digits_kde_sampling.py,61,32,31,7,10,13,0.0,86.74035093626742
clones/scikit-learn/scikit-learn\examples\neighbors\plot_kde_1d.py,154,99,87,13,25,29,4.0,65.51214779945909
clones/scikit-learn/scikit-learn\examples\neighbors\plot_lof_novelty_detection.py,83,38,42,8,23,10,0.0,78.46617819206519
clones/scikit-learn/scikit-learn\examples\neighbors\plot_lof_outlier_detection.py,68,32,29,7,22,10,0.0,76.95260723745638
clones/scikit-learn/scikit-learn\examples\neighbors\plot_nca_classification.py,88,40,46,9,13,21,0.0,83.05079555121159
clones/scikit-learn/scikit-learn\examples\neighbors\plot_nca_dim_reduction.py,100,32,39,15,22,24,0.0,100.0
clones/scikit-learn/scikit-learn\examples\neighbors\plot_nca_illustration.py,99,48,54,17,9,20,2.0,79.2242870022303
clones/scikit-learn/scikit-learn\examples\neighbors\plot_nearest_centroid.py,58,34,32,10,7,10,0.0,82.74124649777497
clones/scikit-learn/scikit-learn\examples\neighbors\plot_regression.py,50,24,22,9,8,11,0.0,85.0156448127004
clones/scikit-learn/scikit-learn\examples\neighbors\plot_species_kde.py,142,57,60,15,41,27,1.0,71.10760378700694
clones/scikit-learn/scikit-learn\examples\neural_networks\plot_mlp_alpha.py,119,67,72,14,15,19,0.0,71.8998006695048
clones/scikit-learn/scikit-learn\examples\neural_networks\plot_mlp_training_curves.py,102,41,65,6,12,19,4.0,78.0673211494605
clones/scikit-learn/scikit-learn\examples\neural_networks\plot_mnist_filters.py,66,26,27,5,20,14,0.0,83.40917214584165
clones/scikit-learn/scikit-learn\examples\neural_networks\plot_rbm_logistic_classification.py,139,47,64,20,26,30,3.0,78.12256984154602
clones/scikit-learn/scikit-learn\examples\preprocessing\plot_all_scaling.py,367,94,125,145,33,64,1.0,59.60891056116621
clones/scikit-learn/scikit-learn\examples\preprocessing\plot_discretization.py,86,38,40,8,24,14,0.0,82.11866718005358
clones/scikit-learn/scikit-learn\examples\preprocessing\plot_discretization_classification.py,191,83,119,21,24,28,3.0,68.3526151054907
clones/scikit-learn/scikit-learn\examples\preprocessing\plot_discretization_strategies.py,95,50,55,7,13,20,0.0,73.56731211114156
clones/scikit-learn/scikit-learn\examples\preprocessing\plot_map_data_to_normal.py,142,54,68,13,27,34,0.0,81.10766113505558
clones/scikit-learn/scikit-learn\examples\preprocessing\plot_scaling_importance.py,133,45,58,13,35,27,0.0,79.85596729018748
clones/scikit-learn/scikit-learn\examples\release_highlights\plot_release_highlights_0_22_0.py,271,85,99,112,14,47,1.0,74.21416909550318
clones/scikit-learn/scikit-learn\examples\release_highlights\plot_release_highlights_0_23_0.py,171,78,81,54,14,24,0.0,72.21208135317241
clones/scikit-learn/scikit-learn\examples\release_highlights\plot_release_highlights_0_24_0.py,245,68,82,117,14,33,0.0,64.82143695654018
clones/scikit-learn/scikit-learn\examples\semi_supervised\plot_label_propagation_digits.py,92,47,43,12,13,24,0.0,80.08427273276581
clones/scikit-learn/scikit-learn\examples\semi_supervised\plot_label_propagation_digits_active_learning.py,115,62,65,8,17,25,0.0,70.5292201932612
clones/scikit-learn/scikit-learn\examples\semi_supervised\plot_label_propagation_structure.py,62,32,36,8,10,8,0.0,82.06161634683663
clones/scikit-learn/scikit-learn\examples\semi_supervised\plot_self_training_varying_threshold.py,109,52,58,6,24,21,0.0,83.85269818087463
clones/scikit-learn/scikit-learn\examples\semi_supervised\plot_semi_supervised_newsgroups.py,95,46,62,9,9,16,3.0,74.01157433069291
clones/scikit-learn/scikit-learn\examples\semi_supervised\plot_semi_supervised_versus_svm_iris.py,86,46,43,13,11,20,0.0,78.55599117809182
clones/scikit-learn/scikit-learn\examples\svm\plot_custom_kernel.py,57,29,24,9,13,13,1.0,84.04988921509845
clones/scikit-learn/scikit-learn\examples\svm\plot_iris_svc.py,120,41,44,7,45,25,1.0,76.42294247914818
clones/scikit-learn/scikit-learn\examples\svm\plot_linearsvc_support_vectors.py,48,27,28,6,8,6,0.0,85.908129974833
clones/scikit-learn/scikit-learn\examples\svm\plot_oneclass.py,66,39,44,5,9,8,0.0,76.05938137401859
clones/scikit-learn/scikit-learn\examples\svm\plot_rbf_parameters.py,206,67,69,36,63,38,1.3333333333333333,62.802197702966104
clones/scikit-learn/scikit-learn\examples\svm\plot_separating_hyperplane.py,45,23,22,6,8,9,0.0,97.19415503867761
clones/scikit-learn/scikit-learn\examples\svm\plot_separating_hyperplane_unbalanced.py,80,31,32,10,18,20,0.0,100.0
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_anova.py,56,29,31,8,9,8,0.0,92.3093955869943
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_kernels.py,85,35,50,10,8,18,0.0,76.77318639003654
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_margin.py,90,45,43,15,12,20,0.0,74.91850615880662
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_nonlinear.py,42,22,24,2,9,7,0.0,88.4968643919121
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_regression.py,56,26,32,8,6,10,0.0,86.18974949982449
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_scale_c.py,150,36,47,10,60,34,0.0,66.37238193324976
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_tie_breaking.py,64,35,33,2,13,16,0.0,81.40951801206513
clones/scikit-learn/scikit-learn\examples\svm\plot_weighted_samples.py,63,30,30,6,12,15,1.0,82.50169197255735
clones/scikit-learn/scikit-learn\examples\text\plot_document_classification_20newsgroups.py,328,182,225,34,11,57,3.0,50.34868996460793
clones/scikit-learn/scikit-learn\examples\text\plot_document_clustering.py,225,97,124,16,39,46,1.0,66.03466771223694
clones/scikit-learn/scikit-learn\examples\text\plot_hashing_vs_dict_vectorizer.py,110,60,65,4,17,22,1.6666666666666667,70.01481012587823
clones/scikit-learn/scikit-learn\examples\tree\plot_cost_complexity_pruning.py,106,49,48,31,15,12,0.0,80.99740175257061
clones/scikit-learn/scikit-learn\examples\tree\plot_iris_dtc.py,71,37,36,6,12,17,0.0,81.90108058387347
clones/scikit-learn/scikit-learn\examples\tree\plot_tree_regression.py,51,27,26,5,12,8,0.0,86.39086131828512
clones/scikit-learn/scikit-learn\examples\tree\plot_tree_regression_multioutput.py,60,38,35,4,13,8,0.0,80.5296600657953
clones/scikit-learn/scikit-learn\examples\tree\plot_unveil_tree_structure.py,180,57,76,68,14,23,0.0,69.41635625026316
clones/scikit-learn/scikit-learn\maint_tools\check_pxd_in_installation.py,59,25,37,6,5,11,0.0,84.47939531229085
clones/scikit-learn/scikit-learn\maint_tools\sort_whats_new.py,45,28,32,4,0,9,2.0,72.79085066273765
clones/scikit-learn/scikit-learn\maint_tools\test_docstrings.py,222,84,149,21,17,36,6.25,62.64448398383158
clones/scikit-learn/scikit-learn\sklearn\base.py,854,314,305,59,322,158,2.6,33.39314626294998
clones/scikit-learn/scikit-learn\sklearn\calibration.py,890,270,303,32,393,166,3.3157894736842106,36.45741374480688
clones/scikit-learn/scikit-learn\sklearn\conftest.py,46,21,19,1,16,10,1.5,93.19988238846086
clones/scikit-learn/scikit-learn\sklearn\discriminant_analysis.py,917,286,287,38,439,164,3.4285714285714284,27.58373994142564
clones/scikit-learn/scikit-learn\sklearn\dummy.py,603,220,243,15,225,122,6.357142857142857,42.96646645250368
clones/scikit-learn/scikit-learn\sklearn\exceptions.py,155,27,27,0,84,44,1.0,100.0
clones/scikit-learn/scikit-learn\sklearn\isotonic.py,419,127,131,35,161,91,2.769230769230769,46.44733852224053
clones/scikit-learn/scikit-learn\sklearn\kernel_approximation.py,840,244,267,14,393,167,2.64,34.996963788418434
clones/scikit-learn/scikit-learn\sklearn\kernel_ridge.py,210,55,57,7,110,36,2.142857142857143,51.02980165525276
clones/scikit-learn/scikit-learn\sklearn\multiclass.py,944,312,344,37,386,170,2.5384615384615383,35.870687829016894
clones/scikit-learn/scikit-learn\sklearn\multioutput.py,846,260,264,8,407,167,3.066666666666667,34.19255428532916
clones/scikit-learn/scikit-learn\sklearn\naive_bayes.py,1301,420,422,58,543,269,2.0,23.92461863595934
clones/scikit-learn/scikit-learn\sklearn\pipeline.py,1099,371,411,43,453,191,2.5454545454545454,26.159982807723793
clones/scikit-learn/scikit-learn\sklearn\random_projection.py,656,123,158,11,329,156,2.375,33.243058814554544
clones/scikit-learn/scikit-learn\sklearn\setup.py,90,63,67,9,0,14,3.0,70.32071522540342
clones/scikit-learn/scikit-learn\sklearn\_config.py,150,27,28,0,93,29,2.3333333333333335,40.32138252484956
clones/scikit-learn/scikit-learn\sklearn\_distributor_init.py,10,1,0,0,7,3,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\_min_dependencies.py,65,26,48,6,0,10,0.0,79.8719904860901
clones/scikit-learn/scikit-learn\sklearn\__init__.py,112,32,42,44,11,18,2.0,76.96994668121546
clones/scikit-learn/scikit-learn\sklearn\cluster\setup.py,50,18,34,2,0,14,2.0,78.2874716350968
clones/scikit-learn/scikit-learn\sklearn\cluster\_affinity_propagation.py,484,164,180,27,184,97,4.444444444444445,47.8572861932873
clones/scikit-learn/scikit-learn\sklearn\cluster\_agglomerative.py,1109,375,437,89,394,197,6.8125,31.8774707078646
clones/scikit-learn/scikit-learn\sklearn\cluster\_bicluster.py,546,200,237,9,197,99,3.1666666666666665,51.257575531453796
clones/scikit-learn/scikit-learn\sklearn\cluster\_birch.py,659,259,285,34,226,112,2.8636363636363638,45.821976388384556
clones/scikit-learn/scikit-learn\sklearn\cluster\_dbscan.py,390,58,66,17,233,75,3.4,23.324738282698114
clones/scikit-learn/scikit-learn\sklearn\cluster\_feature_agglomeration.py,73,26,22,5,33,13,3.3333333333333335,68.06687303682395
clones/scikit-learn/scikit-learn\sklearn\cluster\_kmeans.py,2017,577,749,135,735,402,4.6571428571428575,18.27636080847257
clones/scikit-learn/scikit-learn\sklearn\cluster\_mean_shift.py,468,129,143,27,211,93,4.75,44.62362404387284
clones/scikit-learn/scikit-learn\sklearn\cluster\_optics.py,927,239,291,56,416,166,5.0,31.544775214129558
clones/scikit-learn/scikit-learn\sklearn\cluster\_spectral.py,581,135,162,29,278,112,3.875,38.00221019990357
clones/scikit-learn/scikit-learn\sklearn\cluster\__init__.py,43,11,37,0,4,2,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\common.py,28,10,14,4,3,7,2.0,94.72746766353104
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_affinity_propagation.py,254,132,158,37,3,55,1.8461538461538463,57.930261350746704
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_bicluster.py,277,161,206,12,0,58,2.736842105263158,43.81616210766598
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_birch.py,181,121,121,20,3,36,2.1818181818181817,62.79404897962927
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_dbscan.py,415,229,274,52,3,87,2.4444444444444446,46.550641625963465
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_feature_agglomeration.py,43,28,31,4,3,6,11.0,76.33616134286427
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_hierarchical.py,796,462,561,100,3,131,2.5483870967741935,35.43307519773783
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_k_means.py,1093,576,696,174,0,227,2.2777777777777777,32.706367115426296
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_mean_shift.py,194,112,120,23,3,48,2.5384615384615383,58.12969003400546
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_optics.py,429,217,305,41,0,84,2.0,41.670942273665965
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_spectral.py,278,150,195,33,0,55,3.1818181818181817,50.10077535438074
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\compose\_column_transformer.py,829,266,320,27,358,123,4.357142857142857,33.02806620444321
clones/scikit-learn/scikit-learn\sklearn\compose\_target.py,256,75,86,17,101,52,4.0,57.22184175913037
clones/scikit-learn/scikit-learn\sklearn\compose\__init__.py,18,4,9,0,4,5,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\compose\tests\test_column_transformer.py,1422,781,1071,82,11,274,3.727272727272727,3.3401121085321153
clones/scikit-learn/scikit-learn\sklearn\compose\tests\test_target.py,334,202,238,34,0,63,2.0,46.42114162180929
clones/scikit-learn/scikit-learn\sklearn\compose\tests\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\covariance\_elliptic_envelope.py,230,36,36,3,149,42,1.1428571428571428,26.626274402348333
clones/scikit-learn/scikit-learn\sklearn\covariance\_empirical_covariance.py,317,89,84,15,161,57,2.3,41.861464610923534
clones/scikit-learn/scikit-learn\sklearn\covariance\_graph_lasso.py,853,280,325,55,341,135,5.384615384615385,37.732704828330604
clones/scikit-learn/scikit-learn\sklearn\covariance\_robust_covariance.py,762,242,292,62,303,105,4.666666666666667,42.77041723366617
clones/scikit-learn/scikit-learn\sklearn\covariance\_shrunk_covariance.py,605,156,149,33,307,118,3.25,25.53482930707411
clones/scikit-learn/scikit-learn\sklearn\covariance\__init__.py,35,7,25,0,7,3,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\covariance\tests\test_covariance.py,305,193,205,57,0,43,1.8571428571428572,56.2189029751154
clones/scikit-learn/scikit-learn\sklearn\covariance\tests\test_elliptic_envelope.py,45,31,35,0,3,7,1.5,69.02546117233618
clones/scikit-learn/scikit-learn\sklearn\covariance\tests\test_graphical_lasso.py,210,122,160,19,2,29,3.0,54.95368700957537
clones/scikit-learn/scikit-learn\sklearn\covariance\tests\test_robust_covariance.py,168,69,92,45,0,31,1.5,72.56668301699936
clones/scikit-learn/scikit-learn\sklearn\covariance\tests\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\cross_decomposition\_pls.py,1013,318,377,84,383,189,2.0,37.03366656227923
clones/scikit-learn/scikit-learn\sklearn\cross_decomposition\__init__.py,3,2,2,0,0,1,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\cross_decomposition\tests\test_pls.py,551,293,406,47,2,98,1.3,40.61594940038535
clones/scikit-learn/scikit-learn\sklearn\cross_decomposition\tests\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\datasets\setup.py,24,17,19,0,0,5,2.0,64.41888735626253
clones/scikit-learn/scikit-learn\sklearn\datasets\_base.py,1196,272,369,11,583,234,3.588235294117647,36.91282998153503
clones/scikit-learn/scikit-learn\sklearn\datasets\_california_housing.py,192,59,70,10,63,49,6.0,72.79574205915004
clones/scikit-learn/scikit-learn\sklearn\datasets\_covtype.py,194,64,84,8,62,40,10.0,72.43075465641755
clones/scikit-learn/scikit-learn\sklearn\datasets\_kddcup99.py,372,148,201,9,96,66,8.0,60.50774495983883
clones/scikit-learn/scikit-learn\sklearn\datasets\_lfw.py,510,175,226,52,132,99,7.166666666666667,53.44717156718066
clones/scikit-learn/scikit-learn\sklearn\datasets\_olivetti_faces.py,147,49,56,8,54,29,7.0,72.77268119017704
clones/scikit-learn/scikit-learn\sklearn\datasets\_openml.py,933,386,502,67,215,148,4.9,39.71614059148222
clones/scikit-learn/scikit-learn\sklearn\datasets\_rcv1.py,290,131,155,24,57,53,7.666666666666667,62.631580442194576
clones/scikit-learn/scikit-learn\sklearn\datasets\_samples_generator.py,1783,501,545,55,769,418,4.590909090909091,20.1269535844751
clones/scikit-learn/scikit-learn\sklearn\datasets\_species_distributions.py,263,80,92,16,102,55,3.5,61.30374503795749
clones/scikit-learn/scikit-learn\sklearn\datasets\_svmlight_format_io.py,499,157,189,18,201,95,9.0,45.60579654061068
clones/scikit-learn/scikit-learn\sklearn\datasets\_twenty_newsgroups.py,519,187,225,12,184,97,6.333333333333333,55.381266645669186
clones/scikit-learn/scikit-learn\sklearn\datasets\__init__.py,99,48,92,0,5,2,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\conftest.py,77,53,52,0,2,21,1.0,65.79967334745648
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_20news.py,138,82,87,16,6,29,5.142857142857143,60.70330485674878
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_base.py,234,148,174,16,0,44,3.7222222222222223,43.66034123696188
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_california_housing.py,37,22,23,3,3,8,3.0,84.19357894727763
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_common.py,123,69,95,5,0,24,3.6666666666666665,53.48949357317071
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_covtype.py,50,31,32,2,3,13,4.666666666666667,72.72641447915152
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_kddcup99.py,60,29,41,0,6,13,2.4,74.81630958999695
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_lfw.py,196,100,125,18,7,44,3.4285714285714284,61.76496949045083
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_olivetti_faces.py,26,15,14,1,3,8,7.0,88.66439927809864
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_openml.py,1313,768,976,112,2,226,3.8275862068965516,9.051115287877913
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_rcv1.py,65,49,41,8,3,13,12.0,74.17873741679873
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_samples_generator.py,559,313,426,12,4,118,4.21875,17.71996210517563
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_svmlight_format.py,521,328,371,42,3,107,2.9615384615384617,35.84218530844639
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\decomposition\setup.py,29,15,21,0,0,8,2.0,65.93097563709513
clones/scikit-learn/scikit-learn\sklearn\decomposition\_base.py,158,61,50,10,69,29,2.5,55.82513156755736
clones/scikit-learn/scikit-learn\sklearn\decomposition\_dict_learning.py,1650,416,522,51,760,320,4.36,21.50967930536177
clones/scikit-learn/scikit-learn\sklearn\decomposition\_factor_analysis.py,414,161,163,14,156,80,3.0,50.83008943962965
clones/scikit-learn/scikit-learn\sklearn\decomposition\_fastica.py,624,216,226,21,251,131,3.8666666666666667,43.65251595293909
clones/scikit-learn/scikit-learn\sklearn\decomposition\_incremental_pca.py,358,104,119,8,171,59,6.0,49.902260688957675
clones/scikit-learn/scikit-learn\sklearn\decomposition\_kernel_pca.py,373,125,132,34,136,70,2.6363636363636362,52.77615718735598
clones/scikit-learn/scikit-learn\sklearn\decomposition\_lda.py,837,281,313,35,315,172,3.588235294117647,40.04556620211935
clones/scikit-learn/scikit-learn\sklearn\decomposition\_nmf.py,1392,483,536,82,469,302,6.045454545454546,24.469980665086236
