revision_id,total_loc,total_lloc,total_sloc,total_comments,total_multi,total_blank,n_files,mean_maintainability_index,mean_complexity
9f61c05c84cf213ebfa45cb804077ee1614743a4,378967,140902,206442,32365,76285,64514,922,63.88776217653218,2.2539095616870854
