arquivo,loc,lloc,sloc,comments,multi,blank,average_complexity,maintainability_index
clones/scikit-learn/scikit-learn\examples\linear_model\plot_lasso_coordinate_descent_path.py,89,50,53,6,8,24,0.0,74.93555296351532
clones/scikit-learn/scikit-learn\examples\linear_model\plot_lasso_dense_vs_sparse_data.py,69,35,40,4,7,18,0.0,75.5151968923708
clones/scikit-learn/scikit-learn\examples\linear_model\plot_lasso_lars.py,38,18,17,3,9,9,0.0,93.84493607049579
clones/scikit-learn/scikit-learn\examples\linear_model\plot_lasso_lars_ic.py,123,29,48,30,21,23,1.0,77.09974455892728
clones/scikit-learn/scikit-learn\examples\linear_model\plot_lasso_model_selection.py,258,67,104,114,11,29,3.0,67.9818614129632
clones/scikit-learn/scikit-learn\examples\linear_model\plot_logistic.py,63,35,37,6,8,12,0.0,78.82690446852475
clones/scikit-learn/scikit-learn\examples\linear_model\plot_logistic_l1_l2_sparsity.py,92,41,50,10,13,20,0.0,78.03760793759625
clones/scikit-learn/scikit-learn\examples\linear_model\plot_logistic_multinomial.py,73,39,40,11,8,15,1.0,77.89405278765138
clones/scikit-learn/scikit-learn\examples\linear_model\plot_logistic_path.py,78,31,37,5,19,18,0.0,83.36442384628488
clones/scikit-learn/scikit-learn\examples\linear_model\plot_multi_task_lasso_support.py,71,41,43,5,12,11,0.0,79.28626180353821
clones/scikit-learn/scikit-learn\examples\linear_model\plot_nnls.py,68,31,30,15,8,15,0.0,84.37958357849173
clones/scikit-learn/scikit-learn\examples\linear_model\plot_ols.py,63,27,21,14,13,15,0.0,78.29084163702251
clones/scikit-learn/scikit-learn\examples\linear_model\plot_ols_3d.py,73,40,41,7,9,16,1.0,80.14382898315091
clones/scikit-learn/scikit-learn\examples\linear_model\plot_ols_ridge_variance.py,65,26,27,4,18,16,0.0,88.33087139489237
clones/scikit-learn/scikit-learn\examples\linear_model\plot_omp.py,76,42,47,8,7,14,0.0,83.04856070136442
clones/scikit-learn/scikit-learn\examples\linear_model\plot_poisson_regression_non_normal_loss.py,590,130,225,228,49,87,1.6666666666666667,56.11560236757736
clones/scikit-learn/scikit-learn\examples\linear_model\plot_polynomial_interpolation.py,216,74,80,64,29,41,1.0,67.33416069108603
clones/scikit-learn/scikit-learn\examples\linear_model\plot_quantile_regression.py,309,83,147,116,11,35,0.0,66.17626805158214
clones/scikit-learn/scikit-learn\examples\linear_model\plot_ransac.py,72,33,46,5,7,14,0.0,80.4248190436878
clones/scikit-learn/scikit-learn\examples\linear_model\plot_ridge_coeffs.py,89,34,35,3,32,19,0.0,89.85786380185267
clones/scikit-learn/scikit-learn\examples\linear_model\plot_ridge_path.py,65,24,21,8,22,15,0.0,76.60064157796133
clones/scikit-learn/scikit-learn\examples\linear_model\plot_robust_fit.py,116,52,71,1,20,24,0.0,79.76430174439892
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgdocsvm_vs_ocsvm.py,154,79,128,8,0,19,0.0,55.56086697535341
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_comparison.py,63,30,44,2,7,10,0.0,78.5894625088146
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_early_stopping.py,153,61,80,9,32,30,1.5,75.21157877808923
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_iris.py,87,46,50,12,8,18,1.0,76.41016005258614
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_loss_functions.py,49,23,35,0,7,7,1.0,76.91558697861467
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_penalties.py,54,30,34,0,9,11,0.0,77.72478683046786
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_separating_hyperplane.py,43,25,23,3,8,9,0.0,92.75026124403284
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sgd_weighted_samples.py,58,28,37,5,7,9,0.0,81.52466328413892
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sparse_logistic_regression_20newsgroups.py,125,63,82,5,17,21,0.0,68.81381211246
clones/scikit-learn/scikit-learn\examples\linear_model\plot_sparse_logistic_regression_mnist.py,82,40,47,6,15,14,0.0,78.40851684582148
clones/scikit-learn/scikit-learn\examples\linear_model\plot_theilsen.py,122,55,64,10,30,18,0.0,73.54006433701159
clones/scikit-learn/scikit-learn\examples\linear_model\plot_tweedie_regression_insurance_claims.py,619,149,339,143,53,84,4.0,59.4362702653268
clones/scikit-learn/scikit-learn\examples\manifold\plot_compare_methods.py,87,42,48,6,16,17,0.0,78.84346726153595
clones/scikit-learn/scikit-learn\examples\manifold\plot_lle_digits.py,189,61,114,49,6,22,4.0,74.62096005638521
clones/scikit-learn/scikit-learn\examples\manifold\plot_manifold_sphere.py,157,80,95,13,22,27,0.0,66.61917842839584
clones/scikit-learn/scikit-learn\examples\manifold\plot_mds.py,101,49,64,9,8,20,0.0,72.10125564323188
clones/scikit-learn/scikit-learn\examples\manifold\plot_swissroll.py,119,39,46,44,10,19,0.0,83.78392941916931
clones/scikit-learn/scikit-learn\examples\manifold\plot_t_sne_perplexity.py,147,74,97,4,19,27,0.0,67.39083057534756
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_anomaly_comparison.py,187,53,94,13,53,28,0.0,72.68381529404039
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_changed_only_pprint_parameter.py,30,9,8,6,9,7,0.0,100.0
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_display_object_visualization.py,93,29,28,33,13,19,0.0,100.0
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_isotonic_regression.py,76,33,30,13,16,18,0.0,80.31203263629847
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_johnson_lindenstrauss_bound.py,215,81,88,83,10,34,0.0,65.41896800320171
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_kernel_approximation.py,236,97,116,52,24,44,0.0,68.05591442137589
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_kernel_ridge_regression.py,198,90,127,12,29,30,0.0,64.64510697934158
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_multilabel.py,130,60,76,4,24,27,2.5,71.52415643669906
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_multioutput_face_completion.py,97,53,59,7,10,22,0.0,70.56928585533596
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_partial_dependence_visualization_api.py,138,47,62,60,0,17,0.0,100.0
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_pipeline_display.py,196,59,107,53,10,31,0.0,100.0
clones/scikit-learn/scikit-learn\examples\miscellaneous\plot_roc_curve_visualization_api.py,55,20,19,21,9,6,0.0,81.72399516133318
clones/scikit-learn/scikit-learn\examples\mixture\plot_concentration_prior.py,164,58,109,8,25,22,2.5,69.76647464789863
clones/scikit-learn/scikit-learn\examples\mixture\plot_gmm.py,93,37,46,9,21,18,3.0,77.77293482997908
clones/scikit-learn/scikit-learn\examples\mixture\plot_gmm_covariances.py,140,69,74,12,22,33,6.0,69.05981032073724
clones/scikit-learn/scikit-learn\examples\mixture\plot_gmm_pdf.py,52,26,26,6,8,12,0.0,87.77126535478112
clones/scikit-learn/scikit-learn\examples\mixture\plot_gmm_selection.py,110,59,76,7,14,14,0.0,67.16963935308435
clones/scikit-learn/scikit-learn\examples\mixture\plot_gmm_sin.py,187,60,115,11,33,29,3.0,69.22908181640359
clones/scikit-learn/scikit-learn\examples\model_selection\grid_search_text_feature_extraction.py,126,36,53,23,35,20,0.0,75.76453043281902
clones/scikit-learn/scikit-learn\examples\model_selection\plot_confusion_matrix.py,68,20,29,5,21,13,0.0,100.0
clones/scikit-learn/scikit-learn\examples\model_selection\plot_cv_indices.py,218,53,116,57,10,34,1.5,73.76790510575722
clones/scikit-learn/scikit-learn\examples\model_selection\plot_cv_predict.py,29,14,13,2,8,6,0.0,100.0
clones/scikit-learn/scikit-learn\examples\model_selection\plot_det.py,97,25,35,1,39,22,0.0,100.0
clones/scikit-learn/scikit-learn\examples\model_selection\plot_grid_search_digits.py,74,38,39,7,13,15,0.0,82.46513174967079
clones/scikit-learn/scikit-learn\examples\model_selection\plot_grid_search_refit_callable.py,126,42,58,1,41,26,1.0,80.94194174263487
clones/scikit-learn/scikit-learn\examples\model_selection\plot_grid_search_stats.py,565,116,150,306,39,75,1.0,35.90215451603003
clones/scikit-learn/scikit-learn\examples\model_selection\plot_learning_curve.py,203,60,104,6,64,29,3.0,75.31733061077577
clones/scikit-learn/scikit-learn\examples\model_selection\plot_multi_metric_evaluation.py,116,36,63,19,13,21,0.0,78.67879923461828
clones/scikit-learn/scikit-learn\examples\model_selection\plot_nested_cross_validation_iris.py,127,39,54,13,36,24,0.0,87.17928671773136
clones/scikit-learn/scikit-learn\examples\model_selection\plot_permutation_tests_for_classification.py,138,33,36,72,8,22,0.0,100.0
clones/scikit-learn/scikit-learn\examples\model_selection\plot_precision_recall.py,269,67,86,62,72,49,0.0,60.35354556518193
clones/scikit-learn/scikit-learn\examples\model_selection\plot_randomized_search.py,93,33,51,7,16,19,3.0,81.8515128567369
clones/scikit-learn/scikit-learn\examples\model_selection\plot_roc.py,190,71,107,25,26,32,0.0,76.56627232746392
clones/scikit-learn/scikit-learn\examples\model_selection\plot_roc_crossval.py,116,40,65,7,24,20,0.0,79.85821651000865
clones/scikit-learn/scikit-learn\examples\model_selection\plot_successive_halving_heatmap.py,129,58,74,21,7,27,8.0,79.2115311405658
clones/scikit-learn/scikit-learn\examples\model_selection\plot_successive_halving_iterations.py,86,29,40,22,9,16,0.0,100.0
clones/scikit-learn/scikit-learn\examples\model_selection\plot_train_error_vs_test_error.py,81,43,46,12,11,13,0.0,83.51115304707773
clones/scikit-learn/scikit-learn\examples\model_selection\plot_underfitting_overfitting.py,78,37,44,1,20,13,1.0,81.3809623148335
clones/scikit-learn/scikit-learn\examples\model_selection\plot_validation_curve.py,70,26,51,1,12,7,0.0,82.3667150545389
clones/scikit-learn/scikit-learn\examples\multioutput\plot_classifier_chain_yeast.py,112,39,56,10,30,16,0.0,78.86258854752103
clones/scikit-learn/scikit-learn\examples\neighbors\approximate_nearest_neighbors.py,304,135,194,15,32,58,2.076923076923077,56.70806290081102
clones/scikit-learn/scikit-learn\examples\neighbors\plot_caching_nearest_neighbors.py,69,24,33,10,16,10,0.0,100.0
clones/scikit-learn/scikit-learn\examples\neighbors\plot_classification.py,67,34,38,10,7,13,0.0,83.17908409853233
clones/scikit-learn/scikit-learn\examples\neighbors\plot_digits_kde_sampling.py,64,32,33,7,10,14,0.0,86.65760040233836
clones/scikit-learn/scikit-learn\examples\neighbors\plot_kde_1d.py,164,99,94,13,25,32,4.0,65.16962627204407
clones/scikit-learn/scikit-learn\examples\neighbors\plot_lof_novelty_detection.py,87,37,46,8,23,10,0.0,79.10984935551765
clones/scikit-learn/scikit-learn\examples\neighbors\plot_lof_outlier_detection.py,73,31,34,7,22,10,0.0,79.14891844798107
clones/scikit-learn/scikit-learn\examples\neighbors\plot_nca_classification.py,100,39,58,9,13,21,0.0,82.30786503848319
clones/scikit-learn/scikit-learn\examples\neighbors\plot_nca_dim_reduction.py,97,31,36,15,22,24,0.0,100.0
clones/scikit-learn/scikit-learn\examples\neighbors\plot_nca_illustration.py,100,47,55,17,9,20,2.0,79.37032791231105
clones/scikit-learn/scikit-learn\examples\neighbors\plot_nearest_centroid.py,55,33,28,10,7,11,0.0,83.04961538067805
clones/scikit-learn/scikit-learn\examples\neighbors\plot_regression.py,48,23,20,9,8,11,0.0,84.66302451613628
clones/scikit-learn/scikit-learn\examples\neighbors\plot_species_kde.py,151,57,98,16,10,29,1.0,70.15303663591838
clones/scikit-learn/scikit-learn\examples\neural_networks\plot_mlp_alpha.py,146,66,99,14,15,19,0.0,70.46075535022422
clones/scikit-learn/scikit-learn\examples\neural_networks\plot_mlp_training_curves.py,141,40,104,6,12,19,4.0,74.569031618049
clones/scikit-learn/scikit-learn\examples\neural_networks\plot_mnist_filters.py,69,23,30,6,21,12,0.0,84.89756227376488
clones/scikit-learn/scikit-learn\examples\neural_networks\plot_rbm_logistic_classification.py,132,47,58,20,26,29,3.0,79.92456766458875
clones/scikit-learn/scikit-learn\examples\preprocessing\plot_all_scaling.py,397,98,157,144,33,63,1.0,64.58465759999346
clones/scikit-learn/scikit-learn\examples\preprocessing\plot_discretization.py,92,37,48,8,24,12,0.0,83.316593282023
clones/scikit-learn/scikit-learn\examples\preprocessing\plot_discretization_classification.py,233,81,158,23,24,29,3.0,68.04764886567854
clones/scikit-learn/scikit-learn\examples\preprocessing\plot_discretization_strategies.py,105,49,65,7,13,20,0.0,72.69675770353423
clones/scikit-learn/scikit-learn\examples\preprocessing\plot_map_data_to_normal.py,147,53,73,13,27,34,0.0,81.26971720026617
clones/scikit-learn/scikit-learn\examples\preprocessing\plot_scaling_importance.py,139,47,62,12,36,29,0.0,82.47783547309635
clones/scikit-learn/scikit-learn\examples\release_highlights\plot_release_highlights_0_22_0.py,274,84,100,111,14,49,1.0,76.85479403790907
clones/scikit-learn/scikit-learn\examples\release_highlights\plot_release_highlights_0_23_0.py,183,76,91,52,14,26,0.0,73.46684023121416
clones/scikit-learn/scikit-learn\examples\release_highlights\plot_release_highlights_0_24_0.py,258,68,94,117,14,34,0.0,68.96226410249115
clones/scikit-learn/scikit-learn\examples\release_highlights\plot_release_highlights_1_0_0.py,241,25,28,168,19,26,0.0,43.853175087168054
clones/scikit-learn/scikit-learn\examples\semi_supervised\plot_label_propagation_digits.py,95,46,45,12,13,25,0.0,80.27908132744973
clones/scikit-learn/scikit-learn\examples\semi_supervised\plot_label_propagation_digits_active_learning.py,123,61,72,8,17,26,0.0,70.09805976531021
clones/scikit-learn/scikit-learn\examples\semi_supervised\plot_label_propagation_structure.py,95,31,68,8,10,9,0.0,78.87940285717274
clones/scikit-learn/scikit-learn\examples\semi_supervised\plot_self_training_varying_threshold.py,118,51,66,6,24,22,0.0,83.69099778288407
clones/scikit-learn/scikit-learn\examples\semi_supervised\plot_semi_supervised_newsgroups.py,111,44,76,9,9,18,3.0,73.46700800391042
clones/scikit-learn/scikit-learn\examples\semi_supervised\plot_semi_supervised_versus_svm_iris.py,90,45,47,13,11,20,0.0,78.65316214885907
clones/scikit-learn/scikit-learn\examples\svm\plot_custom_kernel.py,55,28,22,9,13,13,1.0,83.24413046379767
clones/scikit-learn/scikit-learn\examples\svm\plot_iris_svc.py,121,40,45,7,45,25,1.0,77.11341453811583
clones/scikit-learn/scikit-learn\examples\svm\plot_linearsvc_support_vectors.py,61,27,41,6,8,6,0.0,84.19690355087941
clones/scikit-learn/scikit-learn\examples\svm\plot_oneclass.py,70,38,47,5,9,9,0.0,75.85245212205157
clones/scikit-learn/scikit-learn\examples\svm\plot_rbf_parameters.py,210,66,71,36,63,40,1.3333333333333333,63.74689665941082
clones/scikit-learn/scikit-learn\examples\svm\plot_separating_hyperplane.py,52,22,28,6,8,10,0.0,97.55095930949211
clones/scikit-learn/scikit-learn\examples\svm\plot_separating_hyperplane_unbalanced.py,85,30,37,10,18,20,0.0,100.0
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_anova.py,59,28,33,8,9,9,0.0,92.55908913548781
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_kernels.py,94,34,62,9,8,16,0.0,75.21960905655648
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_margin.py,94,43,50,14,12,18,0.0,75.33740266193746
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_nonlinear.py,44,21,25,2,9,8,0.0,88.78745533062282
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_regression.py,73,25,49,8,6,10,0.0,84.06420420081051
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_scale_c.py,168,35,66,10,60,33,0.0,74.54526237738006
clones/scikit-learn/scikit-learn\examples\svm\plot_svm_tie_breaking.py,66,34,36,2,13,15,0.0,81.33267252793023
clones/scikit-learn/scikit-learn\examples\svm\plot_weighted_samples.py,70,29,36,6,12,16,1.0,82.6770640301469
clones/scikit-learn/scikit-learn\examples\text\plot_document_classification_20newsgroups.py,350,180,247,34,11,57,3.0,49.87270930892689
clones/scikit-learn/scikit-learn\examples\text\plot_document_clustering.py,270,98,168,16,39,47,1.0,64.32543015851404
clones/scikit-learn/scikit-learn\examples\text\plot_hashing_vs_dict_vectorizer.py,111,60,64,4,17,24,1.6666666666666667,70.11631559224391
clones/scikit-learn/scikit-learn\examples\tree\plot_cost_complexity_pruning.py,106,48,48,31,15,12,0.0,81.19274236817547
clones/scikit-learn/scikit-learn\examples\tree\plot_iris_dtc.py,77,36,42,6,12,17,0.0,81.65471740383819
clones/scikit-learn/scikit-learn\examples\tree\plot_tree_regression.py,48,26,23,5,12,8,0.0,86.26233640291548
clones/scikit-learn/scikit-learn\examples\tree\plot_tree_regression_multioutput.py,64,37,39,4,13,8,0.0,80.41770139759076
clones/scikit-learn/scikit-learn\examples\tree\plot_unveil_tree_structure.py,194,57,89,68,14,24,0.0,71.70357533107916
clones/scikit-learn/scikit-learn\maint_tools\check_pxd_in_installation.py,62,25,40,6,5,11,0.0,83.91581922494201
clones/scikit-learn/scikit-learn\maint_tools\sort_whats_new.py,43,28,30,4,0,9,2.0,73.30743096729773
clones/scikit-learn/scikit-learn\maint_tools\test_docstrings.py,445,124,350,26,17,52,5.857142857142857,49.696997276018074
clones/scikit-learn/scikit-learn\sklearn\base.py,1087,390,425,65,385,202,3.08,28.801130012546263
clones/scikit-learn/scikit-learn\sklearn\calibration.py,1352,325,455,33,617,250,3.6956521739130435,31.47892364520686
clones/scikit-learn/scikit-learn\sklearn\conftest.py,232,127,153,22,22,36,6.6,58.82186378918472
clones/scikit-learn/scikit-learn\sklearn\discriminant_analysis.py,990,286,324,38,463,176,3.4761904761904763,29.823112319705537
clones/scikit-learn/scikit-learn\sklearn\dummy.py,708,226,293,19,265,133,5.5625,42.70176670119265
clones/scikit-learn/scikit-learn\sklearn\exceptions.py,155,27,27,0,84,44,1.0,100.0
clones/scikit-learn/scikit-learn\sklearn\isotonic.py,436,125,139,35,168,93,2.769230769230769,47.321490359957615
clones/scikit-learn/scikit-learn\sklearn\kernel_approximation.py,974,239,291,14,474,196,2.64,32.02416911823587
clones/scikit-learn/scikit-learn\sklearn\kernel_ridge.py,233,53,61,7,124,41,2.142857142857143,49.416108689210674
clones/scikit-learn/scikit-learn\sklearn\multiclass.py,1100,322,433,36,430,192,2.8684210526315788,37.15667851009654
clones/scikit-learn/scikit-learn\sklearn\multioutput.py,958,276,281,12,461,204,3.15625,30.022726530872202
clones/scikit-learn/scikit-learn\sklearn\naive_bayes.py,1463,428,444,64,643,303,1.9482758620689655,20.270095139766124
clones/scikit-learn/scikit-learn\sklearn\pipeline.py,1307,409,458,45,566,232,2.533333333333333,21.373015278054062
clones/scikit-learn/scikit-learn\sklearn\random_projection.py,701,124,175,11,350,163,2.235294117647059,34.87315168214386
clones/scikit-learn/scikit-learn\sklearn\setup.py,93,64,69,9,0,15,3.0,69.9351783473077
clones/scikit-learn/scikit-learn\sklearn\_config.py,179,35,43,2,101,33,2.25,52.23538909965199
clones/scikit-learn/scikit-learn\sklearn\_distributor_init.py,10,1,0,0,7,3,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\_min_dependencies.py,72,25,48,13,0,10,0.0,86.45344754314183
clones/scikit-learn/scikit-learn\sklearn\__init__.py,144,32,74,44,11,18,2.0,85.16924287468963
clones/scikit-learn/scikit-learn\sklearn\cluster\setup.py,68,19,50,2,0,16,2.0,75.46504650651406
clones/scikit-learn/scikit-learn\sklearn\cluster\_affinity_propagation.py,555,162,225,27,202,105,4.111111111111111,51.11675977072976
clones/scikit-learn/scikit-learn\sklearn\cluster\_agglomerative.py,1244,364,491,87,453,220,6.294117647058823,32.489281112846875
clones/scikit-learn/scikit-learn\sklearn\cluster\_bicluster.py,601,197,277,9,208,103,3.0,52.3898403510514
clones/scikit-learn/scikit-learn\sklearn\cluster\_birch.py,752,271,340,52,233,126,2.56,46.57788582375881
clones/scikit-learn/scikit-learn\sklearn\cluster\_dbscan.py,460,63,124,18,240,79,3.6,49.63305729690429
clones/scikit-learn/scikit-learn\sklearn\cluster\_feature_agglomeration.py,75,26,25,5,32,13,3.3333333333333335,73.19654981231311
clones/scikit-learn/scikit-learn\sklearn\cluster\_kmeans.py,2184,558,940,115,728,399,4.416666666666667,23.74331861344526
clones/scikit-learn/scikit-learn\sklearn\cluster\_mean_shift.py,515,126,170,27,226,98,4.75,48.486790539336205
clones/scikit-learn/scikit-learn\sklearn\cluster\_optics.py,1021,246,368,56,427,172,5.285714285714286,36.93784250450121
clones/scikit-learn/scikit-learn\sklearn\cluster\_spectral.py,742,143,215,34,358,136,3.7777777777777777,38.712700757703516
clones/scikit-learn/scikit-learn\sklearn\cluster\__init__.py,52,11,46,0,4,2,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\common.py,38,10,23,4,3,8,2.0,92.2568117587981
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_affinity_propagation.py,283,147,177,38,3,62,1.75,56.066123227553504
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_bicluster.py,245,153,178,11,0,55,2.8333333333333335,44.682136033257066
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_birch.py,221,134,155,20,3,40,2.0,59.799747811828
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_dbscan.py,463,235,319,52,3,89,2.3684210526315788,45.06175320264707
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_feature_agglomeration.py,43,32,31,4,3,6,13.0,74.29620298481473
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_hierarchical.py,913,504,655,101,13,143,2.4705882352941178,33.85376547189514
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_k_means.py,1207,580,821,154,0,236,2.3333333333333335,29.143049771637784
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_mean_shift.py,213,113,139,23,3,48,2.5384615384615383,56.85161709748838
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_optics.py,793,240,648,52,0,94,2.0,36.29030074864
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\test_spectral.py,373,183,261,43,5,69,2.8666666666666667,48.2859987638669
clones/scikit-learn/scikit-learn\sklearn\cluster\tests\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\compose\_column_transformer.py,1047,327,437,43,414,152,5.0,28.681817853567456
clones/scikit-learn/scikit-learn\sklearn\compose\_target.py,315,81,119,17,118,60,4.285714285714286,60.40834947110394
clones/scikit-learn/scikit-learn\sklearn\compose\__init__.py,21,4,12,0,4,5,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\compose\tests\test_column_transformer.py,1945,954,1533,98,13,310,3.4375,0.0
clones/scikit-learn/scikit-learn\sklearn\compose\tests\test_target.py,398,227,286,40,0,73,2.03125,44.1993221898115
clones/scikit-learn/scikit-learn\sklearn\compose\tests\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\covariance\_elliptic_envelope.py,263,36,45,3,166,49,1.4285714285714286,27.694701596787862
clones/scikit-learn/scikit-learn\sklearn\covariance\_empirical_covariance.py,342,90,85,15,179,63,2.3,37.937364515513735
clones/scikit-learn/scikit-learn\sklearn\covariance\_graph_lasso.py,1039,286,441,55,383,163,4.705882352941177,40.23614508102216
clones/scikit-learn/scikit-learn\sklearn\covariance\_robust_covariance.py,859,240,363,62,323,111,4.666666666666667,46.096765499833836
clones/scikit-learn/scikit-learn\sklearn\covariance\_shrunk_covariance.py,684,153,149,33,367,137,3.25,18.050305083121447
clones/scikit-learn/scikit-learn\sklearn\covariance\__init__.py,45,7,35,0,7,3,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\covariance\tests\test_covariance.py,337,211,226,57,0,52,1.6666666666666667,54.6397045692631
clones/scikit-learn/scikit-learn\sklearn\covariance\tests\test_elliptic_envelope.py,50,31,40,0,3,7,1.5,68.07170041917239
clones/scikit-learn/scikit-learn\sklearn\covariance\tests\test_graphical_lasso.py,271,140,213,21,4,33,3.0,52.300168319858045
clones/scikit-learn/scikit-learn\sklearn\covariance\tests\test_robust_covariance.py,174,75,98,45,0,31,1.5,71.58747550462223
clones/scikit-learn/scikit-learn\sklearn\covariance\tests\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\cross_decomposition\_pls.py,1186,348,468,93,427,216,2.081081081081081,37.360519284262324
clones/scikit-learn/scikit-learn\sklearn\cross_decomposition\__init__.py,3,2,2,0,0,1,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\cross_decomposition\tests\test_pls.py,609,318,447,51,2,109,1.4090909090909092,39.195805863055064
clones/scikit-learn/scikit-learn\sklearn\cross_decomposition\tests\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\datasets\setup.py,27,17,21,0,0,6,2.0,64.41888735626253
clones/scikit-learn/scikit-learn\sklearn\datasets\_base.py,1458,273,461,18,701,281,3.4210526315789473,37.321353538759354
clones/scikit-learn/scikit-learn\sklearn\datasets\_california_housing.py,201,56,79,10,63,49,6.0,74.9757867307558
clones/scikit-learn/scikit-learn\sklearn\datasets\_covtype.py,203,61,93,8,62,40,10.0,73.62738333061714
clones/scikit-learn/scikit-learn\sklearn\datasets\_kddcup99.py,383,145,211,9,96,67,7.333333333333333,61.35641384181266
clones/scikit-learn/scikit-learn\sklearn\datasets\_lfw.py,534,168,250,52,132,99,7.166666666666667,54.506685403694036
clones/scikit-learn/scikit-learn\sklearn\datasets\_olivetti_faces.py,146,46,55,8,54,29,7.0,73.03631831425632
clones/scikit-learn/scikit-learn\sklearn\datasets\_openml.py,980,386,544,67,211,155,5.05,39.073335300877616
clones/scikit-learn/scikit-learn\sklearn\datasets\_rcv1.py,296,128,161,24,57,53,7.666666666666667,62.77948733387424
clones/scikit-learn/scikit-learn\sklearn\datasets\_samples_generator.py,1888,487,647,55,769,420,4.7272727272727275,24.591243222165854
clones/scikit-learn/scikit-learn\sklearn\datasets\_species_distributions.py,259,78,88,16,102,55,3.5,60.43505304924515
clones/scikit-learn/scikit-learn\sklearn\datasets\_svmlight_format_io.py,535,153,223,17,201,98,9.0,48.70888641688888
clones/scikit-learn/scikit-learn\sklearn\datasets\_twenty_newsgroups.py,536,180,242,12,184,97,6.333333333333333,56.39515054511254
clones/scikit-learn/scikit-learn\sklearn\datasets\__init__.py,101,48,94,0,5,2,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\datasets\data\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\datasets\descr\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\datasets\images\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\conftest.py,17,12,10,0,2,4,1.0,94.96362590936602
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_20news.py,141,86,90,16,6,29,5.714285714285714,59.45186504407639
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_base.py,352,205,270,17,0,64,3.5,35.38957165203872
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_california_housing.py,36,23,22,3,3,8,3.3333333333333335,83.97173287891871
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_common.py,136,76,104,6,0,27,4.111111111111111,52.42108666979348
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_covtype.py,52,34,33,2,3,14,5.333333333333333,71.3309191479236
clones/scikit-learn/scikit-learn\sklearn\datasets\tests\test_kddcup99.py,86,40,61,0,6,18,2.3333333333333335,67.29628504809432
