revision_id,total_loc,total_lloc,total_sloc,total_comments,total_multi,total_blank,n_files,mean_maintainability_index,mean_complexity
ec48b246785f37f3d976693c03dc5a3702ccedde,326793,127330,175689,25483,68291,57833,890,64.27804538397207,2.178462933016753
