revision_id,total_loc,total_lloc,total_sloc,total_comments,total_multi,total_blank,n_files,mean_maintainability_index,mean_complexity
46a7c9a5e4fe88dfdfd371bf36477f03498a3390,398256,144587,217711,34581,79639,67142,929,63.279685923670904,2.3214050836308417
