revision_id,total_loc,total_lloc,total_sloc,total_comments,total_multi,total_blank,n_files,mean_maintainability_index,mean_complexity
4773f3e39d788e734378f32064cf2e5629fbc7aa,277116,117410,141849,21948,61685,52298,836,63.80012243887615,2.2105557749994076
