arquivo,classe,WMC,DIT,NOC,RFC,CBO,LCOM
clones/django/django\django\db\migrations\operations\fields.py,FieldOperation,8,1,4,16,2,25
clones/django/django\django\db\migrations\operations\fields.py,AddField,8,2,0,19,3,27
clones/django/django\django\db\migrations\operations\fields.py,RemoveField,7,2,0,15,1,21
clones/django/django\django\db\migrations\operations\fields.py,AlterField,8,2,0,19,4,25
clones/django/django\django\db\migrations\operations\fields.py,RenameField,11,2,0,25,5,52
clones/django/django\django\db\migrations\operations\models.py,ModelOperation,4,1,4,8,2,5
clones/django/django\django\db\migrations\operations\models.py,CreateModel,9,2,0,34,2,35
clones/django/django\django\db\migrations\operations\models.py,DeleteModel,7,2,0,12,0,21
clones/django/django\django\db\migrations\operations\models.py,RenameModel,11,2,0,26,4,49
clones/django/django\django\db\migrations\operations\models.py,ModelOptionOperation,1,2,5,4,1,0
clones/django/django\django\db\migrations\operations\models.py,AlterModelTable,7,3,0,15,2,20
clones/django/django\django\db\migrations\operations\models.py,AlterTogetherOptionOperation,9,3,2,23,3,35
clones/django/django\django\db\migrations\operations\models.py,AlterUniqueTogether,1,4,0,3,1,0
clones/django/django\django\db\migrations\operations\models.py,AlterIndexTogether,1,4,0,3,1,0
clones/django/django\django\db\migrations\operations\models.py,AlterOrderWithRespectTo,8,3,0,19,3,27
clones/django/django\django\db\migrations\operations\models.py,AlterModelOptions,7,3,0,10,1,21
clones/django/django\django\db\migrations\operations\models.py,AlterModelManagers,7,3,0,10,1,21
clones/django/django\django\db\migrations\operations\models.py,IndexOperation,1,1,4,2,0,0
clones/django/django\django\db\migrations\operations\models.py,AddIndex,7,2,0,15,0,21
clones/django/django\django\db\migrations\operations\models.py,RemoveIndex,7,2,0,13,0,21
clones/django/django\django\db\migrations\operations\models.py,AddConstraint,7,2,0,12,0,21
clones/django/django\django\db\migrations\operations\models.py,RemoveConstraint,7,2,0,13,0,21
clones/django/django\django\db\migrations\operations\special.py,SeparateDatabaseAndState,6,1,0,11,3,12
clones/django/django\django\db\migrations\operations\special.py,RunSQL,8,1,0,17,1,27
clones/django/django\django\db\migrations\operations\special.py,RunPython,8,1,0,15,0,28
clones/django/django\django\db\models\aggregates.py,Aggregate,9,1,7,29,2,21
clones/django/django\django\db\models\aggregates.py,Avg,0,2,0,0,0,0
clones/django/django\django\db\models\aggregates.py,Count,1,2,0,6,1,0
clones/django/django\django\db\models\aggregates.py,Max,0,2,0,0,0,0
clones/django/django\django\db\models\aggregates.py,Min,0,2,0,0,0,0
clones/django/django\django\db\models\aggregates.py,StdDev,2,2,0,5,2,0
clones/django/django\django\db\models\aggregates.py,Sum,0,2,0,0,0,0
clones/django/django\django\db\models\aggregates.py,Variance,2,2,0,5,2,0
clones/django/django\django\db\models\base.py,Deferred,2,1,0,2,0,1
clones/django/django\django\db\models\base.py,ModelBase,5,1,0,46,0,9
clones/django/django\django\db\models\base.py,ModelStateCacheDescriptor,2,1,0,2,0,1
clones/django/django\django\db\models\base.py,ModelState,1,1,0,2,0,0
clones/django/django\django\db\models\base.py,Model,56,1,0,194,1,720
clones/django/django\django\db\models\constraints.py,BaseConstraint,7,1,2,11,1,21
clones/django/django\django\db\models\constraints.py,CheckConstraint,8,2,0,26,3,22
clones/django/django\django\db\models\constraints.py,Deferrable,1,1,0,1,0,0
clones/django/django\django\db\models\constraints.py,UniqueConstraint,10,2,0,38,3,35
clones/django/django\django\db\models\deletion.py,ProtectedError,1,1,0,3,1,0
clones/django/django\django\db\models\deletion.py,RestrictedError,1,1,0,3,1,0
clones/django/django\django\db\models\deletion.py,Collector,15,1,0,75,0,39
clones/django/django\django\db\models\enums.py,ChoicesMeta,6,1,0,21,0,12
clones/django/django\django\db\models\enums.py,Choices,4,1,2,5,0,6
clones/django/django\django\db\models\enums.py,IntegerChoices,0,2,0,0,0,0
clones/django/django\django\db\models\enums.py,TextChoices,1,2,0,1,0,0
clones/django/django\django\db\models\expressions.py,SQLiteNumericMixin,1,1,6,3,1,0
clones/django/django\django\db\models\expressions.py,Combinable,23,1,3,30,0,253
clones/django/django\django\db\models\expressions.py,BaseExpression,29,1,2,57,10,301
clones/django/django\django\db\models\expressions.py,Expression,3,2,13,13,0,3
clones/django/django\django\db\models\expressions.py,CombinedExpression,8,3,2,25,5,25
clones/django/django\django\db\models\expressions.py,DurationExpression,3,4,0,13,1,2
clones/django/django\django\db\models\expressions.py,TemporalSubtraction,2,4,0,8,2,1
clones/django/django\django\db\models\expressions.py,F,7,2,2,11,0,21
clones/django/django\django\db\models\expressions.py,ResolvedOuterRef,4,3,0,7,1,6
clones/django/django\django\db\models\expressions.py,OuterRef,2,3,0,4,0,1
clones/django/django\django\db\models\expressions.py,Func,8,3,2,30,5,22
clones/django/django\django\db\models\expressions.py,Value,7,3,0,27,2,20
clones/django/django\django\db\models\expressions.py,RawSQL,5,3,0,14,2,9
clones/django/django\django\db\models\expressions.py,Star,2,3,0,2,0,1
clones/django/django\django\db\models\expressions.py,Col,6,3,0,15,2,14
clones/django/django\django\db\models\expressions.py,Ref,8,3,0,12,1,28
clones/django/django\django\db\models\expressions.py,ExpressionList,3,4,0,9,2,3
clones/django/django\django\db\models\expressions.py,OrderByList,2,4,0,8,2,0
clones/django/django\django\db\models\expressions.py,ExpressionWrapper,6,3,0,13,4,14
clones/django/django\django\db\models\expressions.py,When,9,3,0,25,7,30
clones/django/django\django\db\models\expressions.py,Case,9,3,0,28,6,30
clones/django/django\django\db\models\expressions.py,Subquery,9,2,1,20,3,30
clones/django/django\django\db\models\expressions.py,Exists,4,3,0,10,3,5
clones/django/django\django\db\models\expressions.py,OrderBy,10,3,0,25,5,42
clones/django/django\django\db\models\expressions.py,Window,9,3,0,32,8,26
clones/django/django\django\db\models\expressions.py,WindowFrame,8,3,2,13,1,28
clones/django/django\django\db\models\expressions.py,RowRange,1,4,0,2,0,0
clones/django/django\django\db\models\expressions.py,ValueRange,1,4,0,2,0,0
clones/django/django\django\db\models\indexes.py,Index,10,1,0,42,2,44
clones/django/django\django\db\models\indexes.py,IndexExpression,4,1,0,23,0,6
clones/django/django\django\db\models\lookups.py,Lookup,20,1,3,48,5,162
clones/django/django\django\db\models\lookups.py,Transform,2,1,0,6,1,1
clones/django/django\django\db\models\lookups.py,BuiltinLookup,3,2,11,13,3,2
clones/django/django\django\db\models\lookups.py,FieldGetDbPrepValueMixin,1,1,7,3,0,0
clones/django/django\django\db\models\lookups.py,FieldGetDbPrepValueIterableMixin,4,2,2,17,4,3
clones/django/django\django\db\models\lookups.py,PostgresOperatorLookup,1,2,0,4,2,0
clones/django/django\django\db\models\lookups.py,Exact,2,3,1,13,3,0
clones/django/django\django\db\models\lookups.py,IExact,1,3,1,4,1,0
clones/django/django\django\db\models\lookups.py,GreaterThan,0,3,1,0,0,0
clones/django/django\django\db\models\lookups.py,GreaterThanOrEqual,0,3,2,0,0,0
clones/django/django\django\db\models\lookups.py,LessThan,0,3,2,0,0,0
clones/django/django\django\db\models\lookups.py,LessThanOrEqual,0,3,1,0,0,0
clones/django/django\django\db\models\lookups.py,IntegerFieldFloatRounding,1,1,2,5,1,0
clones/django/django\django\db\models\lookups.py,IntegerGreaterThanOrEqual,0,4,0,0,0,0
clones/django/django\django\db\models\lookups.py,IntegerLessThan,0,4,0,0,0,0
clones/django/django\django\db\models\lookups.py,In,5,3,0,28,6,4
clones/django/django\django\db\models\lookups.py,PatternLookup,2,3,3,9,3,0
clones/django/django\django\db\models\lookups.py,Contains,0,4,2,0,0,0
clones/django/django\django\db\models\lookups.py,IContains,0,5,1,0,0,0
clones/django/django\django\db\models\lookups.py,StartsWith,0,4,2,0,0,0
clones/django/django\django\db\models\lookups.py,IStartsWith,0,5,1,0,0,0
clones/django/django\django\db\models\lookups.py,EndsWith,0,4,2,0,0,0
clones/django/django\django\db\models\lookups.py,IEndsWith,0,5,1,0,0,0
clones/django/django\django\db\models\lookups.py,Range,1,3,0,1,0,0
clones/django/django\django\db\models\lookups.py,IsNull,1,3,0,4,0,0
clones/django/django\django\db\models\lookups.py,Regex,1,3,1,6,3,0
clones/django/django\django\db\models\lookups.py,IRegex,0,4,0,0,0,0
clones/django/django\django\db\models\lookups.py,YearLookup,4,2,5,17,6,0
clones/django/django\django\db\models\lookups.py,YearExact,2,3,0,2,0,1
clones/django/django\django\db\models\lookups.py,YearGt,1,3,0,1,0,0
clones/django/django\django\db\models\lookups.py,YearGte,1,3,0,1,0,0
clones/django/django\django\db\models\lookups.py,YearLt,1,3,0,1,0,0
clones/django/django\django\db\models\lookups.py,YearLte,1,3,0,1,0,0
clones/django/django\django\db\models\lookups.py,UUIDTextMixin,1,1,7,7,2,0
clones/django/django\django\db\models\lookups.py,UUIDIExact,0,4,0,0,0,0
clones/django/django\django\db\models\lookups.py,UUIDContains,0,5,0,0,0,0
clones/django/django\django\db\models\lookups.py,UUIDIContains,0,6,0,0,0,0
clones/django/django\django\db\models\lookups.py,UUIDStartsWith,0,5,0,0,0,0
clones/django/django\django\db\models\lookups.py,UUIDIStartsWith,0,6,0,0,0,0
clones/django/django\django\db\models\lookups.py,UUIDEndsWith,0,5,0,0,0,0
clones/django/django\django\db\models\lookups.py,UUIDIEndsWith,0,6,0,0,0,0
clones/django/django\django\db\models\manager.py,BaseManager,16,1,0,38,2,105
clones/django/django\django\db\models\manager.py,Manager,0,1,1,0,0,0
clones/django/django\django\db\models\manager.py,ManagerDescriptor,2,1,0,3,0,1
clones/django/django\django\db\models\manager.py,EmptyManager,2,2,0,6,2,0
clones/django/django\django\db\models\options.py,Options,42,1,0,111,0,795
clones/django/django\django\db\models\query.py,BaseIterable,1,1,4,1,0,0
clones/django/django\django\db\models\query.py,ModelIterable,1,2,0,13,1,0
clones/django/django\django\db\models\query.py,ValuesIterable,1,2,0,5,0,0
clones/django/django\django\db\models\query.py,ValuesListIterable,1,2,1,6,0,0
clones/django/django\django\db\models\query.py,NamedValuesListIterable,1,3,0,5,1,0
clones/django/django\django\db\models\query.py,FlatValuesListIterable,1,2,0,3,0,0
clones/django/django\django\db\models\query.py,QuerySet,87,1,0,225,3,2516
clones/django/django\django\db\models\query.py,InstanceCheckMeta,1,1,0,3,0,0
clones/django/django\django\db\models\query.py,EmptyQuerySet,1,1,0,2,0,0
clones/django/django\django\db\models\query.py,RawQuerySet,16,1,0,47,5,92
clones/django/django\django\db\models\query.py,Prefetch,8,1,0,19,1,28
clones/django/django\django\db\models\query.py,RelatedPopulator,2,1,0,10,0,1
clones/django/django\django\db\models\query_utils.py,Q,7,1,0,26,1,18
clones/django/django\django\db\models\query_utils.py,DeferredAttribute,3,1,0,7,0,3
clones/django/django\django\db\models\query_utils.py,RegisterLookupMixin,8,1,0,23,0,13
clones/django/django\django\db\models\query_utils.py,FilteredRelation,5,1,0,13,0,10
clones/django/django\django\db\models\signals.py,ModelSignal,3,1,0,10,0,3
clones/django/django\django\db\models\fields\files.py,FieldFile,17,1,1,34,3,100
clones/django/django\django\db\models\fields\files.py,FileDescriptor,2,1,1,7,0,1
clones/django/django\django\db\models\fields\files.py,FileField,12,1,1,41,6,21
clones/django/django\django\db\models\fields\files.py,ImageFileDescriptor,1,2,0,5,2,0
clones/django/django\django\db\models\fields\files.py,ImageFieldFile,1,2,0,4,1,0
clones/django/django\django\db\models\fields\files.py,ImageField,7,2,0,18,5,6
clones/django/django\django\db\models\fields\json.py,JSONField,11,1,0,32,1,34
clones/django/django\django\db\models\fields\json.py,DataContains,1,1,0,5,2,0
clones/django/django\django\db\models\fields\json.py,ContainedBy,1,1,0,5,2,0
clones/django/django\django\db\models\fields\json.py,HasKeyLookup,5,1,2,17,4,9
clones/django/django\django\db\models\fields\json.py,HasKey,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,HasKeys,1,2,1,2,0,0
clones/django/django\django\db\models\fields\json.py,HasAnyKeys,0,3,0,0,0,0
clones/django/django\django\db\models\fields\json.py,CaseInsensitiveMixin,2,1,6,5,1,0
clones/django/django\django\db\models\fields\json.py,JSONExact,1,1,1,5,1,0
clones/django/django\django\db\models\fields\json.py,JSONIContains,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransform,6,1,1,20,1,14
clones/django/django\django\db\models\fields\json.py,KeyTextTransform,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformTextLookupMixin,1,1,8,6,1,0
clones/django/django\django\db\models\fields\json.py,KeyTransformIsNull,2,1,0,7,3,1
clones/django/django\django\db\models\fields\json.py,KeyTransformIn,1,1,0,6,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformExact,2,2,0,12,3,0
clones/django/django\django\db\models\fields\json.py,KeyTransformIExact,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformIContains,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformStartsWith,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformIStartsWith,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformEndsWith,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformIEndsWith,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformRegex,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformIRegex,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformNumericLookupMixin,1,1,4,4,1,0
clones/django/django\django\db\models\fields\json.py,KeyTransformLt,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformLte,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformGt,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformGte,0,2,0,0,0,0
clones/django/django\django\db\models\fields\json.py,KeyTransformFactory,2,1,0,3,0,1
clones/django/django\django\db\models\fields\mixins.py,FieldCacheMixin,5,1,0,6,0,10
clones/django/django\django\db\models\fields\mixins.py,CheckFieldDefaultMixin,2,1,0,9,0,0
clones/django/django\django\db\models\fields\proxy.py,OrderWrt,1,1,0,3,0,0
clones/django/django\django\db\models\fields\related.py,RelatedField,21,1,2,59,8,119
clones/django/django\django\db\models\fields\related.py,ForeignObject,26,2,1,72,8,234
clones/django/django\django\db\models\fields\related.py,ForeignKey,24,3,1,64,10,105
clones/django/django\django\db\models\fields\related.py,OneToOneField,5,4,0,11,3,7
clones/django/django\django\db\models\fields\related.py,ManyToManyField,24,2,0,81,8,210
clones/django/django\django\db\models\fields\related_descriptors.py,ForeignKeyDeferredAttribute,1,1,0,4,1,0
clones/django/django\django\db\models\fields\related_descriptors.py,ForwardManyToOneDescriptor,9,1,1,36,4,30
clones/django/django\django\db\models\fields\related_descriptors.py,ForwardOneToOneDescriptor,2,2,0,10,2,0
clones/django/django\django\db\models\fields\related_descriptors.py,ReverseOneToOneDescriptor,8,1,0,33,3,25
clones/django/django\django\db\models\fields\related_descriptors.py,ReverseManyToOneDescriptor,6,1,1,12,2,14
clones/django/django\django\db\models\fields\related_descriptors.py,ManyToManyDescriptor,5,2,0,10,1,10
clones/django/django\django\db\models\fields\related_lookups.py,MultiColSource,5,1,0,9,0,10
clones/django/django\django\db\models\fields\related_lookups.py,RelatedIn,2,1,0,20,3,0
clones/django/django\django\db\models\fields\related_lookups.py,RelatedLookupMixin,2,1,6,16,3,0
clones/django/django\django\db\models\fields\related_lookups.py,RelatedExact,0,2,0,0,0,0
clones/django/django\django\db\models\fields\related_lookups.py,RelatedLessThan,0,2,0,0,0,0
clones/django/django\django\db\models\fields\related_lookups.py,RelatedGreaterThan,0,2,0,0,0,0
clones/django/django\django\db\models\fields\related_lookups.py,RelatedGreaterThanOrEqual,0,2,0,0,0,0
clones/django/django\django\db\models\fields\related_lookups.py,RelatedLessThanOrEqual,0,2,0,0,0,0
clones/django/django\django\db\models\fields\related_lookups.py,RelatedIsNull,0,2,0,0,0,0
clones/django/django\django\db\models\fields\reverse_related.py,ForeignObjectRel,27,1,2,49,0,323
clones/django/django\django\db\models\fields\reverse_related.py,ManyToOneRel,5,2,1,11,2,9
clones/django/django\django\db\models\fields\reverse_related.py,OneToOneRel,1,3,0,3,1,0
clones/django/django\django\db\models\fields\reverse_related.py,ManyToManyRel,3,2,0,9,1,3
clones/django/django\django\db\models\fields\__init__.py,Empty,0,1,0,0,0,0
clones/django/django\django\db\models\fields\__init__.py,NOT_PROVIDED,0,1,0,0,0,0
clones/django/django\django\db\models\fields\__init__.py,Field,60,1,14,139,7,1364
clones/django/django\django\db\models\fields\__init__.py,BooleanField,4,2,1,12,5,3
clones/django/django\django\db\models\fields\__init__.py,CharField,10,2,4,28,8,9
clones/django/django\django\db\models\fields\__init__.py,CommaSeparatedIntegerField,0,3,0,0,0,0
clones/django/django\django\db\models\fields\__init__.py,DateTimeCheckMixin,4,1,2,17,3,3
clones/django/django\django\db\models\fields\__init__.py,DateField,11,2,1,35,10,34
clones/django/django\django\db\models\fields\__init__.py,DateTimeField,8,3,0,29,7,22
clones/django/django\django\db\models\fields\__init__.py,DecimalField,13,2,0,35,6,42
clones/django/django\django\db\models\fields\__init__.py,DurationField,6,2,0,16,3,14
clones/django/django\django\db\models\fields\__init__.py,EmailField,3,3,0,8,3,0
clones/django/django\django\db\models\fields\__init__.py,FilePathField,7,2,0,20,5,6
clones/django/django\django\db\models\fields\__init__.py,FloatField,4,2,0,10,2,5
clones/django/django\django\db\models\fields\__init__.py,IntegerField,7,2,4,25,4,11
clones/django/django\django\db\models\fields\__init__.py,BigIntegerField,2,3,2,4,1,1
clones/django/django\django\db\models\fields\__init__.py,SmallIntegerField,1,3,2,1,0,0
clones/django/django\django\db\models\fields\__init__.py,IPAddressField,4,2,0,9,3,3
clones/django/django\django\db\models\fields\__init__.py,GenericIPAddressField,9,2,0,25,5,21
clones/django/django\django\db\models\fields\__init__.py,NullBooleanField,2,3,0,5,2,0
clones/django/django\django\db\models\fields\__init__.py,PositiveIntegerRelDbTypeMixin,2,1,3,9,1,1
clones/django/django\django\db\models\fields\__init__.py,PositiveBigIntegerField,2,4,0,4,1,1
clones/django/django\django\db\models\fields\__init__.py,PositiveIntegerField,2,3,0,4,1,1
clones/django/django\django\db\models\fields\__init__.py,PositiveSmallIntegerField,2,4,0,4,1,1
clones/django/django\django\db\models\fields\__init__.py,SlugField,4,3,0,9,3,3
clones/django/django\django\db\models\fields\__init__.py,TextField,8,2,0,22,7,7
clones/django/django\django\db\models\fields\__init__.py,TimeField,10,2,0,31,9,30
clones/django/django\django\db\models\fields\__init__.py,URLField,3,3,0,9,3,0
clones/django/django\django\db\models\fields\__init__.py,BinaryField,10,2,0,32,7,30
clones/django/django\django\db\models\fields\__init__.py,UUIDField,7,2,0,16,5,11
clones/django/django\django\db\models\fields\__init__.py,AutoFieldMixin,8,1,3,18,5,13
clones/django/django\django\db\models\fields\__init__.py,AutoFieldMeta,3,1,0,8,0,2
clones/django/django\django\db\models\fields\__init__.py,AutoField,2,3,0,4,1,1
clones/django/django\django\db\models\fields\__init__.py,BigAutoField,2,4,0,4,1,1
clones/django/django\django\db\models\fields\__init__.py,SmallAutoField,2,4,0,4,1,1
clones/django/django\django\db\models\functions\comparison.py,Cast,6,1,0,13,2,14
clones/django/django\django\db\models\functions\comparison.py,Coalesce,3,1,0,13,2,3
clones/django/django\django\db\models\functions\comparison.py,Collate,2,1,0,9,2,0
clones/django/django\django\db\models\functions\comparison.py,Greatest,2,1,0,7,2,0
clones/django/django\django\db\models\functions\comparison.py,JSONObject,4,1,0,14,2,5
clones/django/django\django\db\models\functions\comparison.py,Least,2,1,0,7,2,0
clones/django/django\django\db\models\functions\comparison.py,NullIf,1,1,0,6,1,0
clones/django/django\django\db\models\functions\datetime.py,TimezoneMixin,1,1,2,3,0,0
clones/django/django\django\db\models\functions\datetime.py,Extract,3,2,11,15,3,2
clones/django/django\django\db\models\functions\datetime.py,ExtractYear,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,ExtractIsoYear,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,ExtractMonth,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,ExtractDay,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,ExtractWeek,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,ExtractWeekDay,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,ExtractIsoWeekDay,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,ExtractQuarter,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,ExtractHour,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,ExtractMinute,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,ExtractSecond,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,Now,1,1,0,2,1,0
clones/django/django\django\db\models\functions\datetime.py,TruncBase,4,2,11,20,3,5
clones/django/django\django\db\models\functions\datetime.py,Trunc,1,3,0,3,1,0
clones/django/django\django\db\models\functions\datetime.py,TruncYear,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,TruncQuarter,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,TruncMonth,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,TruncWeek,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,TruncDay,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,TruncDate,1,3,0,4,1,0
clones/django/django\django\db\models\functions\datetime.py,TruncTime,1,3,0,4,1,0
clones/django/django\django\db\models\functions\datetime.py,TruncHour,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,TruncMinute,0,3,0,0,0,0
clones/django/django\django\db\models\functions\datetime.py,TruncSecond,0,3,0,0,0,0
clones/django/django\django\db\models\functions\math.py,Abs,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,ACos,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,ASin,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,ATan,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,ATan2,1,1,0,9,0,0
clones/django/django\django\db\models\functions\math.py,Ceil,1,1,0,3,0,0
clones/django/django\django\db\models\functions\math.py,Cos,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,Cot,1,1,0,3,0,0
clones/django/django\django\db\models\functions\math.py,Degrees,1,1,0,3,0,0
clones/django/django\django\db\models\functions\math.py,Exp,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,Floor,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,Ln,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,Log,1,1,0,6,0,0
clones/django/django\django\db\models\functions\math.py,Mod,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,Pi,1,1,0,4,0,0
clones/django/django\django\db\models\functions\math.py,Power,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,Radians,1,1,0,3,0,0
clones/django/django\django\db\models\functions\math.py,Random,4,1,0,6,0,6
clones/django/django\django\db\models\functions\math.py,Round,3,1,0,9,1,2
clones/django/django\django\db\models\functions\math.py,Sign,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,Sin,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,Sqrt,0,1,0,0,0,0
clones/django/django\django\db\models\functions\math.py,Tan,0,1,0,0,0,0
clones/django/django\django\db\models\functions\mixins.py,FixDecimalInputMixin,1,1,0,8,0,0
clones/django/django\django\db\models\functions\mixins.py,FixDurationInputMixin,2,1,0,11,0,1
clones/django/django\django\db\models\functions\mixins.py,NumericOutputFieldMixin,1,1,0,8,0,0
clones/django/django\django\db\models\functions\text.py,MySQLSHA2Mixin,1,1,4,3,0,0
clones/django/django\django\db\models\functions\text.py,OracleHashMixin,1,1,5,3,0,0
clones/django/django\django\db\models\functions\text.py,PostgreSQLSHAMixin,1,1,5,4,0,0
clones/django/django\django\db\models\functions\text.py,Chr,3,1,0,5,0,3
clones/django/django\django\db\models\functions\text.py,ConcatPair,3,1,0,11,0,3
clones/django/django\django\db\models\functions\text.py,Concat,2,1,0,8,1,0
clones/django/django\django\db\models\functions\text.py,Left,4,1,1,13,4,0
clones/django/django\django\db\models\functions\text.py,Length,1,1,0,3,0,0
clones/django/django\django\db\models\functions\text.py,Lower,0,1,0,0,0,0
clones/django/django\django\db\models\functions\text.py,LPad,1,1,1,6,1,0
clones/django/django\django\db\models\functions\text.py,LTrim,0,1,0,0,0,0
clones/django/django\django\db\models\functions\text.py,MD5,0,2,0,0,0,0
clones/django/django\django\db\models\functions\text.py,Ord,2,1,0,4,0,1
clones/django/django\django\db\models\functions\text.py,Repeat,2,1,0,9,1,1
clones/django/django\django\db\models\functions\text.py,Replace,1,1,0,4,1,0
clones/django/django\django\db\models\functions\text.py,Reverse,1,1,0,3,0,0
clones/django/django\django\db\models\functions\text.py,Right,1,2,0,3,0,0
clones/django/django\django\db\models\functions\text.py,RPad,0,2,0,0,0,0
clones/django/django\django\db\models\functions\text.py,RTrim,0,1,0,0,0,0
clones/django/django\django\db\models\functions\text.py,SHA1,0,2,0,0,0,0
clones/django/django\django\db\models\functions\text.py,SHA224,1,2,0,2,0,0
clones/django/django\django\db\models\functions\text.py,SHA256,0,2,0,0,0,0
clones/django/django\django\db\models\functions\text.py,SHA384,0,2,0,0,0,0
clones/django/django\django\db\models\functions\text.py,SHA512,0,2,0,0,0,0
clones/django/django\django\db\models\functions\text.py,StrIndex,1,1,0,3,0,0
clones/django/django\django\db\models\functions\text.py,Substr,3,1,0,9,1,3
clones/django/django\django\db\models\functions\text.py,Trim,0,1,0,0,0,0
clones/django/django\django\db\models\functions\text.py,Upper,0,1,0,0,0,0
clones/django/django\django\db\models\functions\window.py,CumeDist,0,1,0,0,0,0
clones/django/django\django\db\models\functions\window.py,DenseRank,0,1,0,0,0,0
clones/django/django\django\db\models\functions\window.py,FirstValue,0,1,0,0,0,0
clones/django/django\django\db\models\functions\window.py,LagLeadFunction,2,1,2,6,1,1
clones/django/django\django\db\models\functions\window.py,Lag,0,2,0,0,0,0
clones/django/django\django\db\models\functions\window.py,LastValue,0,1,0,0,0,0
clones/django/django\django\db\models\functions\window.py,Lead,0,2,0,0,0,0
clones/django/django\django\db\models\functions\window.py,NthValue,2,1,0,6,1,1
clones/django/django\django\db\models\functions\window.py,Ntile,1,1,0,4,1,0
clones/django/django\django\db\models\functions\window.py,PercentRank,0,1,0,0,0,0
clones/django/django\django\db\models\functions\window.py,Rank,0,1,0,0,0,0
clones/django/django\django\db\models\functions\window.py,RowNumber,0,1,0,0,0,0
clones/django/django\django\db\models\sql\compiler.py,SQLCompiler,29,1,4,155,3,130
clones/django/django\django\db\models\sql\compiler.py,SQLInsertCompiler,6,2,0,43,4,5
clones/django/django\django\db\models\sql\compiler.py,SQLDeleteCompiler,5,2,0,28,3,7
clones/django/django\django\db\models\sql\compiler.py,SQLUpdateCompiler,3,2,0,32,3,2
clones/django/django\django\db\models\sql\compiler.py,SQLAggregateCompiler,1,2,0,11,2,0
clones/django/django\django\db\models\sql\datastructures.py,MultiJoin,1,1,0,1,0,0
clones/django/django\django\db\models\sql\datastructures.py,Empty,0,1,0,0,0,0
clones/django/django\django\db\models\sql\datastructures.py,Join,9,1,0,25,1,36
clones/django/django\django\db\models\sql\datastructures.py,BaseTable,7,1,0,12,0,21
clones/django/django\django\db\models\sql\query.py,RawQuery,9,1,0,23,1,33
clones/django/django\django\db\models\sql\query.py,Query,91,1,0,264,4,2384
clones/django/django\django\db\models\sql\query.py,JoinPromoter,4,1,0,11,2,6
clones/django/django\django\db\models\sql\subqueries.py,DeleteQuery,2,1,0,10,0,1
