revision_id,total_loc,total_lloc,total_sloc,total_comments,total_multi,total_blank,n_files,mean_maintainability_index,mean_complexity
ae4077e13ea2e4c460c3f21b9aab93a696590851,334855,189191,240488,19832,23164,51299,2645,84.13548428087385,1.3102818988926235
