revision_id,total_loc,total_lloc,total_sloc,total_comments,total_multi,total_blank,n_files,mean_maintainability_index,mean_complexity
d8dfff2ab0edf7a1ca5255eccf45c447b2f9d57e,319799,181025,227991,19306,22812,49617,2609,84.3318362379326,1.3172695280861553
