revision_id,total_loc,total_lloc,total_sloc,total_comments,total_multi,total_blank,n_files,mean_maintainability_index,mean_complexity
857b1048d53ebf5fc5581c110e85c212b81ca83a,405952,206971,305450,21369,23497,55931,2706,83.63481938688805,1.3052376235645295
