arquivo,loc,lloc,sloc,comments,multi,blank,average_complexity,maintainability_index
clones/django/django\django\core\handlers\wsgi.py,210,139,136,22,15,36,2.55,55.261546248759394
clones/django/django\django\core\handlers\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\core\mail\message.py,447,282,293,31,62,61,3.787878787878788,38.63842397697257
clones/django/django\django\core\mail\utils.py,22,11,10,2,3,7,2.0,100.0
clones/django/django\django\core\mail\__init__.py,121,42,70,4,27,18,4.4,75.31966040204803
clones/django/django\django\core\mail\backends\base.py,59,23,18,0,25,14,1.2857142857142858,100.0
clones/django/django\django\core\mail\backends\console.py,42,35,33,1,3,5,3.25,72.60149569488163
clones/django/django\django\core\mail\backends\dummy.py,10,5,4,0,3,3,1.5,100.0
clones/django/django\django\core\mail\backends\filebased.py,64,46,50,4,0,8,2.5,62.94386133197053
clones/django/django\django\core\mail\backends\locmem.py,30,17,14,1,9,6,2.3333333333333335,93.79574887327874
clones/django/django\django\core\mail\backends\smtp.py,130,95,95,10,12,10,7.142857142857143,57.80908519256976
clones/django/django\django\core\mail\backends\__init__.py,1,0,0,1,0,0,0.0,100.0
clones/django/django\django\core\management\base.py,581,281,335,13,155,79,3.475,38.82058274635664
clones/django/django\django\core\management\color.py,107,55,58,9,21,21,3.2,73.6795097900664
clones/django/django\django\core\management\sql.py,49,20,38,2,3,6,3.0,77.71004505109926
clones/django/django\django\core\management\templates.py,340,214,261,17,28,35,6.7,42.12438530213697
clones/django/django\django\core\management\utils.py,153,97,92,3,32,25,4.25,65.5266236826393
clones/django/django\django\core\management\__init__.py,419,234,251,50,68,51,8.454545454545455,45.507633588844655
clones/django/django\django\core\management\commands\check.py,70,32,61,1,0,8,5.333333333333333,65.89800656906924
clones/django/django\django\core\management\commands\createcachetable.py,107,67,94,2,0,12,8.0,49.36699283163701
clones/django/django\django\core\management\commands\dbshell.py,43,18,33,4,0,6,2.3333333333333335,83.2458372427316
clones/django/django\django\core\management\commands\diffsettings.py,79,43,65,2,0,11,3.5,56.75433425865162
clones/django/django\django\core\management\commands\dumpdata.py,202,123,172,9,4,17,13.0,46.74089256069275
clones/django/django\django\core\management\commands\flush.py,82,40,64,6,0,12,5.0,69.03480279729462
clones/django/django\django\core\management\commands\inspectdb.py,299,209,236,17,13,39,13.714285714285714,35.349544379027115
clones/django/django\django\core\management\commands\loaddata.py,359,227,282,20,9,47,7.333333333333333,34.726176462671994
clones/django/django\django\core\management\commands\makemessages.py,670,424,531,17,55,67,5.379310344827586,20.259958918828858
clones/django/django\django\core\management\commands\makemigrations.py,325,189,260,37,7,22,18.6,41.75704896633365
clones/django/django\django\core\management\commands\migrate.py,377,224,320,26,0,29,17.166666666666668,31.389922372918967
clones/django/django\django\core\management\commands\runserver.py,158,97,128,11,0,17,4.571428571428571,52.80175219053176
clones/django/django\django\core\management\commands\sendtestemail.py,40,18,32,0,0,8,2.3333333333333335,67.20367118735466
clones/django/django\django\core\management\commands\shell.py,103,62,75,14,0,15,4.333333333333333,66.69653169691304
clones/django/django\django\core\management\commands\showmigrations.py,147,94,112,12,8,15,6.0,57.69702604268183
clones/django/django\django\core\management\commands\sqlflush.py,25,14,20,0,0,5,2.3333333333333335,64.66163236399034
clones/django/django\django\core\management\commands\sqlmigrate.py,68,38,46,12,0,10,3.5,75.60923713318817
clones/django/django\django\core\management\commands\sqlsequencereset.py,25,17,20,0,0,5,3.0,61.286050309654925
clones/django/django\django\core\management\commands\squashmigrations.py,218,124,184,15,0,19,13.0,46.244158140774175
clones/django/django\django\core\management\commands\startapp.py,14,8,11,0,0,3,1.5,100.0
clones/django/django\django\core\management\commands\startproject.py,21,11,14,1,0,6,1.5,87.6502730072477
clones/django/django\django\core\management\commands\test.py,58,30,42,1,5,10,2.25,100.0
clones/django/django\django\core\management\commands\testserver.py,54,20,41,5,0,8,1.3333333333333333,83.11928805153643
clones/django/django\django\core\management\commands\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\core\serializers\base.py,322,207,195,14,57,51,2.967741935483871,47.388751531877325
clones/django/django\django\core\serializers\json.py,105,84,79,4,7,13,4.444444444444445,63.14923830982625
clones/django/django\django\core\serializers\jsonl.py,57,40,39,2,3,11,2.1666666666666665,81.22288353183143
clones/django/django\django\core\serializers\python.py,157,110,108,10,13,26,3.4615384615384617,57.76008348901205
clones/django/django\django\core\serializers\pyyaml.py,80,47,46,10,4,18,2.125,80.0459264974686
clones/django/django\django\core\serializers\xml_serializer.py,432,290,293,31,42,56,2.8378378378378377,40.48719810771497
clones/django/django\django\core\serializers\__init__.py,245,122,126,22,49,47,4.076923076923077,60.55552131478863
clones/django/django\django\core\servers\basehttp.py,216,127,131,21,22,41,2.6666666666666665,60.30047350372517
clones/django/django\django\core\servers\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\db\transaction.py,323,155,144,42,70,61,3.0952380952380953,59.31910864859389
clones/django/django\django\db\utils.py,322,196,221,16,26,58,2.2285714285714286,46.49436885095718
clones/django/django\django\db\__init__.py,61,25,34,4,5,18,1.4285714285714286,89.41636922102688
clones/django/django\django\db\backends\ddl_references.py,200,123,122,2,22,48,1.7435897435897436,54.86328990808228
clones/django/django\django\db\backends\signals.py,3,2,2,0,0,1,0.0,100.0
clones/django/django\django\db\backends\utils.py,249,159,162,24,24,44,2.5,52.73894472990285
clones/django/django\django\db\backends\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\db\backends\base\base.py,676,392,372,61,120,107,1.8333333333333333,37.13818084355082
clones/django/django\django\db\backends\base\client.py,26,15,17,3,0,5,1.5,100.0
clones/django/django\django\db\backends\base\creation.py,314,153,180,39,57,38,2.3157894736842106,56.41925158457814
clones/django/django\django\db\backends\base\features.py,351,140,157,118,0,78,1.4,71.21212612181102
clones/django/django\django\db\backends\base\introspection.py,194,83,94,4,71,24,2.4375,67.46306901010995
clones/django/django\django\db\backends\base\operations.py,693,322,294,13,281,102,1.726027397260274,33.10139360507313
clones/django/django\django\db\backends\base\schema.py,1323,689,958,157,95,104,5.5588235294117645,0.0
clones/django/django\django\db\backends\base\validation.py,25,15,19,4,0,2,3.0,87.26657589094096
clones/django/django\django\db\backends\base\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\db\backends\dummy\base.py,73,43,44,5,6,18,1.125,100.0
clones/django/django\django\db\backends\dummy\features.py,6,4,4,0,0,2,1.0,100.0
clones/django/django\django\db\backends\dummy\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\db\backends\mysql\base.py,399,188,289,47,25,42,2.4583333333333335,51.09256297191718
clones/django/django\django\db\backends\mysql\client.py,57,43,45,8,0,4,12.5,67.69195671482413
clones/django/django\django\db\backends\mysql\compiler.py,62,39,43,9,0,10,3.125,73.0399177637612
clones/django/django\django\db\backends\mysql\creation.py,68,53,56,3,0,9,3.6,58.39614255079607
clones/django/django\django\db\backends\mysql\features.py,175,118,134,5,7,27,1.7727272727272727,47.38738239562507
clones/django/django\django\db\backends\mysql\introspection.py,307,135,250,19,20,17,6.1,48.05592450220968
clones/django/django\django\db\backends\mysql\operations.py,377,223,285,41,9,46,3.0277777777777777,33.68471837299276
clones/django/django\django\db\backends\mysql\schema.py,149,86,98,16,12,23,2.7857142857142856,60.88889880649658
clones/django/django\django\db\backends\mysql\validation.py,69,20,58,0,6,5,3.5,72.12827945781338
clones/django/django\django\db\backends\mysql\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\db\backends\oracle\base.py,556,291,374,100,31,62,3.25,38.71859954750854
clones/django/django\django\db\backends\oracle\client.py,27,17,21,0,0,6,2.0,67.87967487402553
clones/django/django\django\db\backends\oracle\creation.py,400,247,314,13,36,38,2.878787878787879,34.51483423287528
clones/django/django\django\db\backends\oracle\features.py,101,67,90,6,0,5,2.0,62.82794676602528
clones/django/django\django\db\backends\oracle\functions.py,22,11,16,0,0,6,2.5,69.0541415215022
clones/django/django\django\db\backends\oracle\introspection.py,335,101,296,10,12,17,4.0,49.301612593287686
clones/django/django\django\db\backends\oracle\operations.py,644,371,486,65,21,73,3.0727272727272728,19.73545384001061
clones/django/django\django\db\backends\oracle\schema.py,197,116,141,21,14,20,2.8125,54.6111711614651
clones/django/django\django\db\backends\oracle\utils.py,91,35,68,0,9,14,1.5,80.64762783214252
clones/django/django\django\db\backends\oracle\validation.py,22,9,19,0,0,2,3.5,68.45620632483141
clones/django/django\django\db\backends\oracle\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\db\backends\postgresql\base.py,340,175,257,47,8,35,2.7222222222222223,51.54432606020243
clones/django/django\django\db\backends\postgresql\client.py,54,44,44,2,0,8,6.0,63.29352934973991
clones/django/django\django\db\backends\postgresql\creation.py,77,50,59,7,0,11,3.142857142857143,63.366102238422386
clones/django/django\django\db\backends\postgresql\features.py,103,72,92,2,0,10,1.2857142857142858,56.13816164342048
clones/django/django\django\db\backends\postgresql\introspection.py,234,53,201,12,13,10,4.125,60.8303074518606
clones/django/django\django\db\backends\postgresql\operations.py,275,164,192,28,12,45,2.1944444444444446,44.573597247883015
clones/django/django\django\db\backends\postgresql\schema.py,227,101,181,21,4,21,4.153846153846154,49.46210757705663
clones/django/django\django\db\backends\postgresql\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\db\backends\sqlite3\base.py,609,373,463,43,38,67,2.7777777777777777,31.70073237292918
clones/django/django\django\db\backends\sqlite3\client.py,16,7,13,2,0,3,1.5,100.0
clones/django/django\django\db\backends\sqlite3\creation.py,103,74,81,4,6,12,4.25,56.83782618280307
clones/django/django\django\db\backends\sqlite3\features.py,82,58,66,8,0,8,2.25,65.34379458034022
clones/django/django\django\db\backends\sqlite3\introspection.py,462,279,346,60,16,38,7.0625,35.530603398922736
clones/django/django\django\db\backends\sqlite3\operations.py,364,217,272,30,14,48,2.6216216216216215,36.06635251274452
clones/django/django\django\db\backends\sqlite3\schema.py,434,226,302,71,26,35,6.75,40.2143012979586
clones/django/django\django\db\backends\sqlite3\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\db\migrations\autodetector.py,1316,690,1009,118,117,75,7.930232558139535,0.0
clones/django/django\django\db\migrations\exceptions.py,54,33,26,0,0,21,1.0833333333333333,61.59583491961249
clones/django/django\django\db\migrations\executor.py,372,235,245,51,46,30,9.416666666666666,42.41323567229551
clones/django/django\django\db\migrations\graph.py,319,194,194,13,70,40,2.757575757575758,46.900333560106624
clones/django/django\django\db\migrations\loader.py,349,202,226,45,54,23,6.642857142857143,45.35925507370439
clones/django/django\django\db\migrations\migration.py,213,101,105,33,43,31,3.6153846153846154,60.95865680776287
clones/django/django\django\db\migrations\optimizer.py,69,40,35,7,22,5,7.0,76.0865094958893
clones/django/django\django\db\migrations\questioner.py,239,148,174,14,11,29,2.8260869565217392,46.0407141259335
clones/django/django\django\db\migrations\recorder.py,96,61,52,5,17,17,1.6,76.22234967791671
clones/django/django\django\db\migrations\serializer.py,357,230,269,19,0,69,2.467741935483871,33.9870552353715
clones/django/django\django\db\migrations\state.py,606,376,430,75,30,69,4.512820512820513,25.572479851667893
clones/django/django\django\db\migrations\utils.py,17,11,11,0,0,6,1.75,67.17545705931202
clones/django/django\django\db\migrations\writer.py,300,202,229,21,4,47,3.125,41.607384494591905
clones/django/django\django\db\migrations\__init__.py,2,2,2,2,0,0,0.0,100.0
clones/django/django\django\db\migrations\operations\base.py,140,51,48,7,59,26,1.3846153846153846,68.7651691955491
clones/django/django\django\db\migrations\operations\fields.py,399,226,325,15,4,52,2.4680851063829787,28.247625311813852
clones/django/django\django\db\migrations\operations\models.py,907,488,718,24,13,144,2.1848739495798317,2.373447627431523
clones/django/django\django\db\migrations\operations\special.py,203,131,142,15,14,32,2.6,52.86990872346131
clones/django/django\django\db\migrations\operations\utils.py,102,46,68,5,19,14,7.0,69.64059790477343
clones/django/django\django\db\migrations\operations\__init__.py,17,4,16,0,0,1,0.0,100.0
clones/django/django\django\db\models\aggregates.py,157,115,118,4,3,32,2.4347826086956523,46.4315075277844
clones/django/django\django\db\models\base.py,2091,1069,1560,210,91,224,7.675675675675675,0.0
clones/django/django\django\db\models\constants.py,6,2,1,1,3,1,0.0,100.0
clones/django/django\django\db\models\constraints.py,195,120,166,0,0,29,2.769230769230769,26.908620819875892
clones/django/django\django\db\models\deletion.py,447,252,305,44,44,57,4.928571428571429,36.98777718350034
clones/django/django\django\db\models\enums.py,82,52,50,6,4,18,2.4166666666666665,69.67132274724787
clones/django/django\django\db\models\expressions.py,1435,933,999,45,118,266,2.056603773584906,0.0
clones/django/django\django\db\models\indexes.py,136,86,111,5,6,13,5.1,49.948932718013005
clones/django/django\django\db\models\lookups.py,655,439,460,44,20,132,2.2395833333333335,24.359669642015678
clones/django/django\django\db\models\manager.py,204,107,133,29,13,38,1.875,59.88292993917403
clones/django/django\django\db\models\options.py,862,479,531,118,114,96,4.355555555555555,21.666309601147503
clones/django/django\django\db\models\query.py,1996,1233,1314,193,252,223,3.9338235294117645,0.0
clones/django/django\django\db\models\query_utils.py,351,215,220,20,59,51,2.72972972972973,44.513052822039846
clones/django/django\django\db\models\signals.py,49,27,31,1,4,13,2.0,84.84756805594924
clones/django/django\django\db\models\utils.py,48,28,28,2,9,9,2.5,87.31796095901537
clones/django/django\django\db\models\__init__.py,52,25,48,8,0,3,0.0,79.25015485878853
clones/django/django\django\db\models\fields\files.py,479,244,286,85,30,79,2.5217391304347827,42.77553773763583
clones/django/django\django\db\models\fields\json.py,528,357,403,13,12,101,2.6231884057971016,20.586874663891738
clones/django/django\django\db\models\fields\mixins.py,56,31,43,0,0,12,2.0,52.0097322703254
clones/django/django\django\db\models\fields\proxy.py,18,8,6,0,8,4,1.5,100.0
clones/django/django\django\db\models\fields\related.py,1696,800,1270,111,112,202,3.4215686274509802,0.0
clones/django/django\django\db\models\fields\related_descriptors.py,1205,605,725,137,162,183,3.27027027027027,31.365591061158128
clones/django/django\django\db\models\fields\related_lookups.py,156,92,106,22,0,28,3.4444444444444446,59.45008150824979
clones/django/django\django\db\models\fields\reverse_related.py,330,157,193,16,60,60,1.868421052631579,53.751361136875865
clones/django/django\django\db\models\functions\comparison.py,185,115,122,10,12,36,2.269230769230769,55.7155726100034
clones/django/django\django\db\models\functions\datetime.py,332,205,230,17,8,74,2.6315789473684212,41.56435782099793
clones/django/django\django\db\models\functions\math.py,183,107,118,7,0,58,1.5294117647058822,54.32887836179914
clones/django/django\django\db\models\functions\mixins.py,52,30,37,4,0,11,3.857142857142857,74.28785595699998
clones/django/django\django\db\models\functions\text.py,323,173,210,7,23,82,1.6842105263157894,48.44262506486161
clones/django/django\django\db\models\functions\window.py,108,69,78,0,0,30,1.9411764705882353,41.838871987696656
clones/django/django\django\db\models\functions\__init__.py,46,6,45,5,0,1,0.0,100.0
clones/django/django\django\db\models\sql\compiler.py,1625,964,1144,184,168,129,8.91304347826087,0.0
clones/django/django\django\db\models\sql\constants.py,24,10,11,5,3,5,0.0,100.0
clones/django/django\django\db\models\sql\datastructures.py,187,101,114,12,35,26,1.7619047619047619,63.428335902791126
clones/django/django\django\db\models\sql\query.py,2484,1418,1531,363,358,225,5.081081081081081,0.0
clones/django/django\django\db\models\sql\subqueries.py,162,102,95,2,35,28,2.235294117647059,64.07200982366517
clones/django/django\django\db\models\sql\where.py,248,168,163,15,33,36,3.0,50.64260588139816
clones/django/django\django\db\models\sql\__init__.py,6,5,5,2,0,1,0.0,100.0
clones/django/django\django\dispatch\dispatcher.py,294,128,132,22,86,54,4.75,57.20114732166829
clones/django/django\django\dispatch\__init__.py,9,2,1,1,5,3,0.0,100.0
clones/django/django\django\forms\boundfield.py,274,175,169,10,57,36,2.7333333333333334,49.19078920987927
clones/django/django\django\forms\fields.py,1271,822,872,97,113,185,3.52755905511811,0.0
clones/django/django\django\forms\forms.py,497,282,313,43,71,63,3.757575757575758,37.62060320984331
clones/django/django\django\forms\formsets.py,496,288,327,56,43,54,3.0,34.77764506157423
clones/django/django\django\forms\renderers.py,67,38,39,0,12,16,1.3333333333333333,86.53741485715476
clones/django/django\django\forms\utils.py,183,108,116,6,24,36,2.12,58.02782261439136
clones/django/django\django\forms\widgets.py,1089,694,752,45,104,182,2.536,4.881129311063373
clones/django/django\django\forms\__init__.py,11,8,7,7,3,1,0.0,100.0
clones/django/django\django\http\cookie.py,26,15,14,5,3,4,5.0,94.5751138993385
clones/django/django\django\http\multipartparser.py,698,427,415,74,96,113,3.972972972972973,32.26455853268763
clones/django/django\django\http\request.py,692,420,442,53,81,107,2.4857142857142858,25.567543669409506
clones/django/django\django\http\response.py,605,367,393,39,50,118,2.1923076923076925,28.744387230808634
clones/django/django\django\http\__init__.py,21,4,20,0,0,1,0.0,100.0
clones/django/django\django\middleware\cache.py,198,89,87,25,55,33,5.555555555555555,62.13791121960038
clones/django/django\django\middleware\clickjacking.py,47,15,15,2,20,10,2.3333333333333335,86.20886627143554
clones/django/django\django\middleware\common.py,174,81,89,16,39,29,5.777777777777778,62.57132830785702
clones/django/django\django\middleware\csrf.py,329,163,181,66,32,50,3.6470588235294117,55.80777467460068
clones/django/django\django\middleware\gzip.py,51,30,29,8,5,9,9.5,82.01264579842929
clones/django/django\django\middleware\http.py,41,20,25,3,5,7,5.0,84.54013399562615
clones/django/django\django\middleware\locale.py,61,36,45,4,5,7,8.333333333333334,70.60816878005703
clones/django/django\django\middleware\security.py,57,36,44,4,0,9,6.5,65.48961301828699
clones/django/django\django\middleware\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\template\autoreload.py,50,31,37,3,0,10,4.0,71.35462503656765
clones/django/django\django\template\base.py,1045,606,656,86,179,139,3.6285714285714286,17.061678411535024
clones/django/django\django\template\context.py,278,190,174,13,35,50,1.8717948717948718,49.913700001512076
clones/django/django\django\template\context_processors.py,82,43,38,5,20,19,1.4285714285714286,82.70302026551984
clones/django/django\django\template\defaultfilters.py,922,556,501,50,184,168,2.457627118644068,34.3554191709923
clones/django/django\django\template\defaulttags.py,1487,722,736,75,388,290,2.769230769230769,17.198272167725705
clones/django/django\django\template\engine.py,180,123,126,7,26,21,3.0714285714285716,58.73409148076045
clones/django/django\django\template\exceptions.py,42,15,12,0,23,7,2.6666666666666665,74.13202466390315
clones/django/django\django\template\library.py,328,201,222,29,43,34,4.2,46.45615430046635
clones/django/django\django\template\loader.py,66,37,38,0,13,15,3.25,83.48694916558854
clones/django/django\django\template\loader_tags.py,321,194,219,20,37,46,3.25,47.022824237451516
clones/django/django\django\template\response.py,144,77,78,17,18,29,1.9333333333333333,71.69160517414095
clones/django/django\django\template\smartif.py,208,116,128,24,21,40,1.9090909090909092,57.763618555949186
clones/django/django\django\template\utils.py,107,59,73,6,9,19,2.875,69.79022962780836
clones/django/django\django\template\__init__.py,71,12,13,12,29,23,0.0,56.594213758421155
clones/django/django\django\template\backends\base.py,81,36,40,7,20,14,1.7142857142857142,88.81697045530905
clones/django/django\django\template\backends\django.py,129,81,80,1,22,26,2.076923076923077,69.76418020312342
clones/django/django\django\template\backends\dummy.py,52,38,41,0,0,11,3.1666666666666665,55.91431918697136
clones/django/django\django\template\backends\jinja2.py,125,84,95,0,8,22,2.6363636363636362,57.63703551391203
clones/django/django\django\template\backends\utils.py,14,8,10,0,0,4,1.0,100.0
clones/django/django\django\template\backends\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\template\loaders\app_directories.py,14,6,5,0,4,5,1.5,100.0
clones/django/django\django\template\loaders\base.py,49,25,26,0,14,9,2.4,87.34070481118106
clones/django/django\django\template\loaders\cached.py,97,50,46,0,29,21,3.111111111111111,80.72465951725019
clones/django/django\django\template\loaders\filesystem.py,46,25,27,2,8,9,2.2,91.40158256244375
clones/django/django\django\template\loaders\locmem.py,27,14,17,0,3,7,1.5,100.0
clones/django/django\django\template\loaders\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\templatetags\cache.py,93,59,62,1,17,14,5.75,70.00529648039961
clones/django/django\django\templatetags\i18n.py,560,315,336,10,110,104,3.1842105263157894,39.309731494267126
clones/django/django\django\templatetags\l10n.py,63,37,34,0,16,13,1.5714285714285714,80.10729882954384
clones/django/django\django\templatetags\static.py,167,91,89,1,38,39,2.125,65.93570955818848
clones/django/django\django\templatetags\tz.py,190,96,92,11,44,43,1.9375,67.47281564317773
clones/django/django\django\templatetags\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\test\client.py,926,527,609,86,101,108,2.725806451612903,26.977178732335176
clones/django/django\django\test\html.py,241,166,176,24,6,35,3.3333333333333335,41.68033952819693
clones/django/django\django\test\runner.py,839,471,562,46,80,147,2.619047619047619,25.360701040087342
clones/django/django\django\test\selenium.py,132,82,94,18,4,16,2.230769230769231,64.85299441362487
clones/django/django\django\test\signals.py,208,140,154,13,0,41,2.8,48.16423925438443
clones/django/django\django\test\testcases.py,1601,897,1099,92,199,200,2.8823529411764706,0.0
clones/django/django\django\test\utils.py,898,552,579,32,118,163,2.3292682926829267,25.726094485125365
clones/django/django\django\test\__init__.py,21,5,18,0,0,2,0.0,100.0
clones/django/django\django\urls\base.py,178,109,105,10,29,34,3.6,63.429494671983534
clones/django/django\django\urls\conf.py,77,41,62,5,0,9,7.0,68.49977606815546
clones/django/django\django\urls\converters.py,66,35,40,0,0,26,1.2142857142857142,100.0
clones/django/django\django\urls\exceptions.py,9,5,5,0,0,4,1.0,100.0
clones/django/django\django\urls\resolvers.py,694,475,537,51,28,79,3.1,18.620639348163465
clones/django/django\django\urls\utils.py,62,38,45,3,7,8,6.5,73.41583929134323
clones/django/django\django\urls\__init__.py,23,7,22,0,0,1,0.0,100.0
clones/django/django\django\utils\archive.py,226,139,140,4,44,38,2.3333333333333335,57.46816165002152
clones/django/django\django\utils\asyncio.py,34,25,24,3,4,3,2.0,93.4351820681671
clones/django/django\django\utils\autoreload.py,642,440,433,69,47,89,2.938775510204082,31.035769316368594
clones/django/django\django\utils\baseconv.py,101,51,49,18,18,16,2.5,73.71311568731048
clones/django/django\django\utils\cache.py,414,222,221,48,79,64,4.6,46.02278113874901
clones/django/django\django\utils\crypto.py,89,41,44,9,17,17,2.2,80.25497887578618
clones/django/django\django\utils\datastructures.py,335,199,185,5,78,61,2.0425531914893615,50.45781535986509
clones/django/django\django\utils\dateformat.py,345,220,188,20,45,62,2.0434782608695654,44.41461067009995
clones/django/django\django\utils\dateparse.py,147,61,92,9,21,24,7.25,66.88163660540573
clones/django/django\django\utils\dates.py,49,14,46,2,0,2,0.0,100.0
clones/django/django\django\utils\datetime_safe.py,106,64,63,14,3,25,1.9090909090909092,66.52275267635991
clones/django/django\django\utils\deconstruct.py,55,26,35,3,9,8,2.0,84.68180615521393
clones/django/django\django\utils\decorators.py,179,103,100,20,30,27,1.6363636363636365,68.61610802756677
clones/django/django\django\utils\deprecation.py,147,79,95,7,16,29,2.8,65.51803232936327
clones/django/django\django\utils\duration.py,44,30,29,0,0,14,2.0,50.856793291808465
clones/django/django\django\utils\encoding.py,273,130,127,37,60,48,2.4705882352941178,61.43587725536247
clones/django/django\django\utils\feedgenerator.py,392,235,261,14,54,60,3.59375,42.31766026278794
clones/django/django\django\utils\formats.py,259,147,171,13,41,36,6.3,52.92615785017894
clones/django/django\django\utils\functional.py,417,226,221,45,75,76,1.65625,54.64050011845739
clones/django/django\django\utils\hashable.py,24,12,14,3,4,3,5.0,100.0
clones/django/django\django\utils\html.py,378,211,220,31,58,64,2.7,51.527012493843294
clones/django/django\django\utils\http.py,495,253,279,34,111,71,4.409090909090909,43.948171241792934
clones/django/django\django\utils\inspect.py,69,36,45,1,8,14,3.0,71.5670461644387
clones/django/django\django\utils\ipv6.py,46,21,20,0,15,11,3.5,90.52486408105351
clones/django/django\django\utils\itercompat.py,8,8,7,0,0,0,3.0,100.0
clones/django/django\django\utils\jslex.py,220,76,140,20,28,32,2.888888888888889,66.9510835893235
clones/django/django\django\utils\log.py,232,107,162,15,18,38,2.6315789473684212,57.17416135037415
clones/django/django\django\utils\lorem_ipsum.py,114,37,72,3,23,16,3.0,78.33829191268045
clones/django/django\django\utils\module_loading.py,97,52,50,13,17,16,4.0,75.47257404832075
clones/django/django\django\utils\numberformat.py,90,62,61,12,11,6,27.0,65.55802880185757
clones/django/django\django\utils\regex_helper.py,351,222,217,44,52,34,7.4,47.55673580916528
clones/django/django\django\utils\safestring.py,63,29,24,1,24,15,1.8571428571428572,100.0
clones/django/django\django\utils\termcolors.py,215,65,114,13,57,31,9.0,67.32703888892102
clones/django/django\django\utils\text.py,425,246,240,31,90,63,3.12,48.02242077789107
clones/django/django\django\utils\timesince.py,101,53,64,4,18,15,10.0,67.21733248346942
clones/django/django\django\utils\timezone.py,251,106,101,17,62,64,2.15,63.56178524978474
clones/django/django\django\utils\topological_sort.py,36,19,19,1,7,9,4.333333333333333,87.66970325679293
clones/django/django\django\utils\tree.py,124,63,59,13,28,19,2.1538461538461537,69.26646376894318
clones/django/django\django\utils\version.py,104,65,61,8,13,20,3.1666666666666665,68.80878116249372
clones/django/django\django\utils\xmlutils.py,33,21,19,3,3,7,2.6,86.7825162364634
clones/django/django\django\utils\_os.py,59,31,32,7,11,8,3.0,82.3096645072818
clones/django/django\django\utils\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\utils\translation\reloader.py,35,23,25,0,0,8,4.0,59.689540224642364
clones/django/django\django\utils\translation\template.py,227,171,201,8,9,12,26.0,41.34555278647868
clones/django/django\django\utils\translation\trans_null.py,67,33,33,3,0,31,1.1666666666666667,73.55155746798955
clones/django/django\django\utils\translation\trans_real.py,580,354,342,25,103,101,3.046511627906977,37.05936274831588
clones/django/django\django\utils\translation\__init__.py,341,181,207,13,33,86,1.5277777777777777,54.036703539249444
clones/django/django\django\views\debug.py,554,360,397,41,48,65,4.724137931034483,31.032591206839374
clones/django/django\django\views\defaults.py,148,68,90,16,28,15,3.75,73.42775881634445
clones/django/django\django\views\i18n.py,324,118,232,9,40,42,4.384615384615385,54.95755052863272
clones/django/django\django\views\__init__.py,3,2,2,0,0,1,0.0,100.0
clones/django/django\django\views\decorators\cache.py,47,24,24,0,14,9,1.0,100.0
clones/django/django\django\views\decorators\clickjacking.py,53,24,21,0,23,9,1.0,86.37155759784812
clones/django/django\django\views\decorators\common.py,14,7,6,2,4,2,1.0,100.0
clones/django/django\django\views\decorators\csrf.py,56,28,38,4,0,13,1.3333333333333333,100.0
clones/django/django\django\views\decorators\debug.py,91,31,40,0,34,17,3.0,83.15790970655335
clones/django/django\django\views\decorators\gzip.py,5,4,4,0,0,1,0.0,100.0
clones/django/django\django\views\decorators\http.py,121,56,61,5,29,26,1.0,78.20242069694052
clones/django/django\django\views\decorators\vary.py,41,20,18,0,15,8,1.0,100.0
clones/django/django\django\views\decorators\__init__.py,0,0,0,0,0,0,0.0,100.0
clones/django/django\django\views\generic\base.py,218,129,140,8,29,36,2.0416666666666665,58.558067546362686
clones/django/django\django\views\generic\detail.py,170,93,99,15,26,26,4.2727272727272725,64.2568494939789
clones/django/django\django\views\generic\edit.py,241,150,135,9,27,50,1.6571428571428573,58.1485894693542
clones/django/django\django\views\generic\__init__.py,22,9,18,0,0,3,1.0,100.0
clones/django/django\docs\conf.py,379,62,100,188,0,93,3.0,56.44822622153915
clones/django/django\docs\_ext\djangodocs.py,386,247,284,30,18,53,2.5833333333333335,45.396068303466826
clones/django/django\scripts\manage_translations.py,185,107,111,26,21,26,6.5,60.43303602599563
clones/django/django\tests\runtests.py,593,309,476,47,3,71,7.0,28.9956069719844
clones/django/django\tests\test_sqlite.py,29,4,12,14,0,3,0.0,100.0
clones/django/django\tests\urls.py,7,2,1,0,4,2,0.0,100.0
